respond_id,collector_id,start_date,end_date,ip_address,consent,eagle_reference,age18,attempt_us,attempt_ca,find_out,find_out_other,see,first_time,date_first,location,number_of_attempts,leave_home_code,home_code,observation_duration,private_vehicle,rental_vehicle,plane,train,other_transport,carpool,number_passengers,primary_purpose,overnight,n_nights,accomodation_friend,accomodation_hotel,accomodation_campground,accomodation_airbnb,accomodation_vrbo,accomodation_none,accomodation_other,accomodation_location,eat,dine_fast_food,dine_fast_casual,dine_sit_down,dine_other,number_dine_out,list_life,list_country,list_state,list_province,list_county,list_ebird,list_idk,list_none,list_other,motivation_photography,motivation_rarity,motivation_vagrant,motivation_life_list,motivation_unlikely,motivation_other,birding_experience,birding_time,bird_organization,gas_cost,gas_cost_new,airfare_cost,airfare_cost_new,meal_cost,meal_cost_new,lodging_cost,lodging_cost_new,donation5,donation25,donation50,donation75,donation100,donation200,age,gender,gender_other,race,marital_status,marital_status_other,hourly_wage,highest_education,highest_education_other,employment_status,twitch_frequency,other_birding,other_nature,other_nature_01,other_nature_02,other_nature_03,puffin_tour,revisit,ebird,other_database,other_database_name,twitter,facebook,n_birders_visit1,n_birders_visit2,n_birders_visit3,comments
13297268952,414399709,2022-01-31T07:43:43Z,2022-01-31T07:48:39Z,216.220.244.39,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,No,I did not see the eagle,NA,"Boothbay Harbor, Maine",One,Yes,4222,90,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Primarily ate out (dine-in and/or take-out),NA,NA,Sit down,NA,1,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,NA,NA,NA,NA,Unlikely you would encounter the bird again,NA,Beginner birder (can identify <100 bird species without a field guide),5,Yes,75,75.00,NA,,25,25.00,NA,,Yes,No,No,No,No,No,55-64,Woman,NA,White or Caucasian,Married,NA,Retired,Doctoral degree or equivalent,NA,Retired,"Less than once a year, on average",Yes,Yes,Hiked,NA,NA,No,Very likely,No,No,NA,No,No,20,NA,NA,NA
13296500585,414399709,2022-01-30T21:01:29Z,2022-01-30T21:25:41Z,73.119.105.38,"I agree, start questionnaire",I understand,Yes,Yes,No,"News outlet (video clip, article, etc.)",NA,Yes,Yes,16-Jan-22,"Boothbay, Maine",One,Yes,4287,20,Private vehicle,NA,NA,NA,NA,No,N/A,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,N/A,Packed food for all meals,NA,NA,NA,N/A,0,Life list,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Beginner birder (can identify <100 bird species without a field guide),2,No,$30 ,30.00,N/A,,0,0.00,0,0.00,Yes,Yes,No,No,No,No,25-34,Woman,NA,White or Caucasian,Married,NA,$36 ,Master's degree or equivalent,NA,Employed - full time,"Less than once a year, on average",Yes,Yes,Hike in Harpswell,NA,NA,No,Very likely,No,No,N/A,No,Yes,40,NA,NA,I live nearby (<45 minutes) so did not have to make a strong effort to view the eagle.
13296489312,414399709,2022-01-30T20:57:51Z,2022-01-30T21:11:27Z,71.254.11.28,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,Jan 1 2022,Georgetown Maine,One,Yes,4915,120,Private vehicle,NA,NA,NA,NA,Yes,3,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,na,Primarily ate out (dine-in and/or take-out),NA,Fast Casual,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,NA,NA,NA,NA,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),5,No,25,25.00,na,,100,100.00,0,0.00,No,No,No,No,No,No,35-44,Woman,NA,White or Caucasian,Single,NA,20,Bachelor's degree or equivalent,NA,Employed - full time,1-3 times,No,No,NA,NA,na,No,Likely,No,No,na,No,Yes,100,NA,NA,NA
13296428773,414399709,2022-01-30T19:53:39Z,2022-01-30T20:00:47Z,73.249.37.232,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,31-Dec-21,"Georgetown, ME",Three or more,Yes,4530,120,Private vehicle,NA,NA,NA,NA,No,NA,Yes,No,NA,Friend/relative's home,NA,NA,NA,NA,NA,"My parents live in Bath, ME. I was with them for the holiday.",4530,Both: made meals and ate out,NA,Fast Casual,NA,NA,2,Life list,Country list,State list,Province list,County list,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,Socialization with other birding friends,Intermediate birder (can identify >100 but <300 bird species without a field guide),5,Yes,20,20.00,NA,,20,20.00,0,0.00,Yes,Yes,Yes,Yes,Yes,No,18-24,Man,NA,White or Caucasian,Single,NA,23,Bachelor's degree or equivalent,NA,Employed - full time,>10 times,Yes,Yes,"General naturalist stuff, botany, etc.",NA,NA,No,Very likely,Yes,No,NA,Yes,Yes,200,200,50,"When asking about the cost of donation I was willing to pay, it would also depend on who it went to. I'd rather it go to a local/state org (wildlife conservation or other) than to, say, National Audubon"
13296394317,414399709,2022-01-30T19:16:50Z,2022-01-30T19:32:21Z,66.30.228.220,"I agree, start questionnaire",I understand,Yes,Yes,No,Local birding group,NA,Yes,Yes,13-Jan-22,"Boothbay, ME",One,Yes,3904,15,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Brought own snacks but ate main meals out,NA,NA,Sit down,NA,1,NA,NA,NA,NA,NA,NA,I don't know what a bird list is,NA,NA,NA,NA,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,NA,NA,Beginner birder (can identify <100 bird species without a field guide),5,No,20,20.00,NA,,20,20.00,NA,,Yes,No,No,No,No,No,25-34,Woman,NA,White or Caucasian,Single,NA,15,Master's degree or equivalent,NA,Student,"Less than once a year, on average",Yes,Yes,Hiking,Surfing,NA,No,Likely,No,No,NA,No,No,4,NA,NA,NA
13296365191,414399709,2022-01-30T18:46:19Z,2022-01-30T18:58:58Z,68.114.55.115,"I agree, start questionnaire",I understand,Yes,Yes,No,eBird,NA,No,I did not see the eagle,NA,Boothbay Maine,Two,Yes,6331,NA,Private vehicle,NA,NA,NA,NA,No,NA,Yes,Yes,2,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,4553,Primarily ate out (dine-in and/or take-out),NA,NA,Sit down,NA,4,Life list,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,NA,NA,NA,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),5,Yes,75,75.00,Na,,150,150.00,450,450.00,Yes,Yes,Yes,Yes,Yes,Yes,65+,Man,NA,White or Caucasian,Married,NA,Retired,Bachelor's degree or equivalent,NA,Retired,1-3 times,Yes,Yes,Hiking,NA,NA,No,Very likely,No,No,NA,No,No,40,30,NA,NA
13296346120,414399709,2022-01-30T18:27:56Z,2022-01-30T18:37:21Z,184.153.151.65,"I agree, start questionnaire",I understand,Yes,Yes,No,Friend,NA,Yes,Yes,23-Jan-22,"Pemaquid, ME, Boothbay Harbor, ME, Southport, ME",One,Yes,4428,20,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Packed food for all meals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,NA,Rarity of the species,NA,NA,NA,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),20,No,0,0.00,NA,,0,0.00,0,0.00,Yes,No,No,No,No,No,65+,Woman,NA,White or Caucasian,Single,NA,NA,Master's degree or equivalent,NA,Retired,1-3 times,Yes,No,NA,NA,NA,No,Somewhat likely,No,No,NA,No,Yes,50,NA,NA,NA
13296289225,414399709,2022-01-30T17:33:16Z,2022-01-30T17:43:15Z,73.69.72.74,"I agree, start questionnaire",I understand,Yes,Yes,No,Other (please specify),Maine Birds listserv,Yes,Yes,16-Jan-22,"Boothbay Harbor, Maine",One,Yes,4011,60,Private vehicle,NA,NA,NA,NA,No,I didn't carpool but went together with my spouse.,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Packed food for all meals,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Year list,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),20 years,Yes,6 dollars,6.00,NA,,0,0.00,0,0.00,Yes,Yes,Yes,Yes,Yes,Yes,45-54,Woman,NA,White or Caucasian,Married,NA,$15/hour,Bachelor's degree or equivalent,NA,Employed - part time,1-3 times,No,No,NA,NA,NA,No,Likely,No,No,NA,No,No,100,NA,NA,NA
13296225198,414399709,2022-01-30T16:29:43Z,2022-01-30T16:36:39Z,98.4.128.194,"I agree, start questionnaire",I understand,Yes,Yes,No,Newsletter,NA,No,I did not see the eagle,O,"New Harbor, boothbay Harbor area",One,Yes,4401,0,Private vehicle,NA,NA,NA,NA,Yes,1,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,Na,Packed food for all meals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,Wildlife photography,NA,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,NA,NA,I am not a birder (can identify a few species in my yard),NA,No,$15 ,15.00,Na,,0,0.00,O,0.00,Yes,Yes,No,No,No,No,55-64,Woman,NA,White or Caucasian,Married,NA,$35 ,Master's degree or equivalent,NA,Employed - full time,4-7 times,Yes,No,NA,NA,NA,No,Likely,No,No,NA,NA,NA,NA,NA,NA,NA
13296185606,414399709,2022-01-30T15:49:23Z,2022-01-30T16:08:48Z,174.242.73.251,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,15-Jan-22,"Boothbay Harbor, Maine",Three or more,Yes,4553,45,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Packed food for all meals,NA,NA,NA,NA,0,Life list,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,NA,NA,NA,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),40,Yes,35,35.00,NA,,0,0.00,0,0.00,Yes,Yes,Yes,Yes,Yes,No,55-64,Woman,NA,White or Caucasian,Married,NA,Retired,Bachelor's degree or equivalent,NA,Retired,"Less than once a year, on average",Yes,Yes,Birding other species,NA,NA,No,Likely,No,No,NA,No,Yes,50,100,250,I’m local to the most recent area of sightings. You might have asked a question about local people getting very excited for birding and habitat preservation due to this astonishing eagle. You are missing a whole demographic who might have been triggered to now take up this past time.
13296112270,414399709,2022-01-30T14:28:20Z,2022-01-30T14:43:59Z,184.153.144.51,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,13-Jan-22,"Boothbay Hbr, Maine",One,Yes,4429,120,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,Yes,1,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,4011,Brought own snacks but ate main meals out,NA,Fast Casual,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,NA,Rarity of the species,NA,NA,NA,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),20,Yes,50,50.00,NA,,30,30.00,120,120.00,Yes,Yes,No,No,No,No,65+,Woman,NA,White or Caucasian,Married,NA,NA,Master's degree or equivalent,NA,Retired,4-7 times,Yes,Yes,hiking,photography,NA,No,Very likely,No,No,NA,No,No,50,NA,NA,NA
13296111764,414399709,2022-01-30T14:28:14Z,2022-01-30T14:36:21Z,71.233.229.182,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,23-Jan-22,"Bristol, Maine",One,Yes,3244,65,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Packed food for all meals,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,NA,Rarity of the species,NA,NA,NA,NA,Beginner birder (can identify <100 bird species without a field guide),4,No,$50.00 ,50.00,NA,,0,0.00,0,0.00,No,No,No,No,No,No,55-64,Woman,NA,White or Caucasian,Single,NA,$18.00 ,Bachelor's degree or equivalent,NA,Employed - full time,>10 times,Yes,No,0,NA,NA,No,Somewhat likely,No,No,Na,No,Yes,40,50,75,Magnificent bird
13296096851,414399709,2022-01-30T14:10:27Z,2022-01-30T14:22:31Z,73.123.185.61,"I agree, start questionnaire",I understand,Yes,Yes,No,eBird,NA,Yes,Yes,31-Dec-21,"Georgetown, ME, Taunton, MA",Two,Yes,1940,60,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,N/A,Packed food for all meals,NA,NA,NA,NA,0,Life list,Country list,State list,NA,NA,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,NA,NA,NA,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),20,Yes,$40 ,40.00,NA,,0,0.00,0,0.00,Yes,No,No,No,No,No,65+,Woman,NA,White or Caucasian,Single,NA,NA,Master's degree or equivalent,NA,Retired,>10 times,Yes,No,NA,NA,NA,No,Very unlikely,Yes,No,NA,No,Yes,50,200,100,2 unsuccessful attempts in MA; happy to donate to conservation effort but not to view the bird
13296088926,414399709,2022-01-30T14:01:16Z,2022-01-30T14:07:55Z,66.189.97.102,"I agree, start questionnaire",I understand,Yes,Yes,No,"News outlet (video clip, article, etc.)",NA,Yes,Yes,Jan 15th,"Boothbay Harbor, ME (don’t know the zip code)",One,Yes,1570,210,Private vehicle,NA,NA,NA,NA,No,N/a,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Brought own snacks but ate main meals out,NA,NA,NA,Take out from local restaurants,1,Life list,NA,NA,NA,NA,NA,NA,NA,NA,Wildlife photography,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),6,Yes,100,100.00,NA,,100,100.00,0,0.00,Yes,Yes,Yes,Yes,Yes,Yes,25-34,Woman,NA,White or Caucasian,Married,NA,30,Master's degree or equivalent,NA,Employed - full time,>10 times,No,No,NA,NA,NA,No,Very likely,No,No,NA,No,Yes,50,NA,NA,NA
13296074129,414399709,2022-01-30T13:46:00Z,2022-01-30T13:54:44Z,71.255.52.97,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,13-Jan-22,4538,One,Yes,10514,300,Private vehicle,NA,NA,NA,NA,Yes,3,Yes,Yes,1,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,4530,Brought own snacks but ate main meals out,NA,NA,Sit down,NA,2,Life list,Country list,State list,NA,County list,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),50,Yes,95,95.00,NA,,65,65.00,130,130.00,Yes,Yes,Yes,No,No,No,55-64,Woman,NA,White or Caucasian,Single,NA,80,Master's degree or equivalent,NA,Employed - full time,8-10 times,Yes,No,NA,NA,NA,No,Somewhat likely,Yes,No,NA,No,Yes,60,120,NA,NA
13295968121,414399709,2022-01-30T11:47:53Z,2022-01-30T12:05:59Z,151.203.80.116,"I agree, start questionnaire",I understand,Yes,Yes,No,eBird,NA,Yes,Yes,01-Jan-22,"Five Islands, Georgetown, ME",Two,Yes,1827,720,Private vehicle,NA,NA,NA,NA,Yes,3,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Packed food for all meals,NA,NA,NA,NA,0,Life list,NA,NA,NA,NA,NA,NA,NA,NA,Wildlife photography,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,NA,visit new birding location,Expert birder (can identify >300 bird species without a field guide),62,Yes,$200 ,200.00,NA,,NA,,NA,,Yes,Yes,Yes,Yes,Yes,Yes,65+,Woman,NA,White or Caucasian,Married,NA,$45 ,Master's degree or equivalent,NA,Self-employed,>10 times,Yes,Yes,learned about local habitats,weather,interact with other birders,No,Likely,No,No,NA,No,No,300,300,NA,Ask school children if they did a special project about the Steller's Sea Eagle for school.  Ask if they drew a picture of the Steller's Sea Eagle.  Ask if the school child used binoculars.  Ask if the school child used a spotting scope.  Ask if the school child has a birding parent.  Ask what the school child wants to be when they grow up.  Ask the school child what their favourite bird is.
13295892820,414399709,2022-01-30T10:31:33Z,2022-01-30T10:40:38Z,174.242.74.213,"I agree, start questionnaire",I understand,Yes,Yes,No,eBird,NA,No,I did not see the eagle,NA,Boothbay harbor maine,Three or more,Yes,18940,600,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,Friend/relative's home,NA,NA,NA,NA,NA,NA,4005,Primarily ate out (dine-in and/or take-out),NA,Fast Casual,NA,NA,2,Life list,Country list,State list,NA,County list,NA,NA,NA,NA,NA,NA,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),0.8,Yes,$120 ,120.00,Na,,$50 ,50.00,Na,,Yes,Yes,Yes,Yes,Yes,No,18-24,Man,NA,White or Caucasian,Single,NA,Na,Master's degree or equivalent,NA,Student,8-10 times,Yes,Yes,Hiking,Birding,NA,No,Very likely,Yes,No,Na,No,No,2,~100,~50,The Patagonia picnic table effect may bring more birders to the area after the saga of the STSE and have lasting implications on the economics of this region
13295887073,414399709,2022-01-30T10:25:52Z,2022-01-30T10:33:27Z,172.101.41.244,"I agree, start questionnaire",I understand,Yes,Yes,No,Local birding group,NA,Yes,Yes,21-Jan,Boothbay,Two,Yes,4106,90,Private vehicle,NA,NA,NA,NA,Yes,3,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Brought own snacks but ate main meals out,NA,NA,NA,Na,0,Life list,NA,NA,NA,NA,NA,NA,NA,NA,Wildlife photography,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),10 years,No,60,60.00,Na,,0,0.00,0,0.00,Yes,Yes,No,No,No,No,25-34,Woman,NA,White or Caucasian,Married,NA,35,Master's degree or equivalent,NA,Employed - full time,8-10 times,Yes,No,Na,NA,NA,No,Very likely,No,No,Na,No,Yes,10,200,NA,NA
13295801311,414399709,2022-01-30T08:45:42Z,2022-01-30T09:12:28Z,24.60.136.61,"I agree, start questionnaire",I understand,Yes,Yes,No,eBird,NA,Yes,Yes,31-Dec-21,4548,Two,Yes,2138,50,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Packed food for all meals,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,I only keep lists on eBird,NA,NA,NA,NA,NA,NA,NA,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),16 years,No,22,22.00,NA,,NA,,NA,,Yes,No,No,No,No,No,35-44,Woman,NA,White or Caucasian,Married,NA,36,Doctoral degree or equivalent,NA,Employed - full time,1-3 times,Yes,Yes,Birding,Hiking,NA,No,Somewhat likely,Yes,No,NA,No,No,"50 (Dighton, MA)","150 (Five Islands, ME)",NA,"Took two trips--one to Dighton, MA (did not see the eagle) and a second to Five Islands/Georgetown, ME (did see the eagle). We quite likely would have stayed the night in Maine and eaten at a restaurant or cafe if it weren't for the pandemic. We only drove that far because we were already planning to drive just over half that amount to go hiking/birding at the Rachel Carson NWR and Wells Reserve; since that was on the way to where the eagle was spotted, we kept driving to see it."
13295780190,414399709,2022-01-30T08:34:53Z,2022-01-30T08:42:55Z,166.182.252.62,"I agree, start questionnaire",I understand,Yes,Yes,No,Local birding group,NA,Yes,Yes,21-Jan-22,"Southport, ME",Two,Yes,4943,30,Private vehicle,NA,NA,NA,NA,No,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,Na,Primarily ate out (dine-in and/or take-out),NA,NA,Sit down,NA,2,Life list,NA,State list,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),25,No,30,30.00,Na,,60,60.00,Na,,Yes,No,No,No,No,No,45-54,Woman,NA,White or Caucasian,Married,NA,Retired,NA,NA,Retired,1-3 times,Yes,Yes,Barnacle goose,Nature walk,NA,No,Very likely,No,No,Na,No,Yes,50,5,NA,NA
13295776389,414399709,2022-01-30T08:30:25Z,2022-01-30T08:40:03Z,206.85.224.213,"I agree, start questionnaire",I understand,Yes,Yes,No,eBird,NA,Yes,Yes,31-Dec-21,"Five Islands, ME",Three or more,Yes,4444,30,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,Na,Packed food for all meals,NA,NA,NA,Na,0,Life list,Country list,State list,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,NA,NA,NA,NA,Expert birder (can identify >300 bird species without a field guide),52,Yes,100,100.00,Na,,10,10.00,0,0.00,Yes,Yes,No,No,No,No,65+,Man,NA,White or Caucasian,Single,NA,Retired,Doctoral degree or equivalent,NA,Retired,8-10 times,Yes,No,Just birding,NA,NA,No,Likely,Yes,No,None,No,No,30,50,100,NA
13295758410,414399709,2022-01-30T08:09:23Z,2022-01-30T08:29:31Z,64.222.174.114,"I agree, start questionnaire",I understand,Yes,Yes,No,Twitter post,NA,Yes,Yes,Jan-16-2022,Boothbay Harbor Maine,One,Yes,4691,90,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,Yes,1,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,Bath Maine,Brought own snacks but ate main meals out,NA,NA,NA,"Take-out, there's a pandemic",3,Life list,Country list,State list,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,NA,Adding a species to your life list,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),42,Yes,32,32.00,NA,,130,130.00,118,118.00,Yes,Yes,Yes,Yes,Yes,No,55-64,Woman,NA,White or Caucasian,Other (please specify),Living in sin,35,Doctoral degree or equivalent,NA,Employed - full time,1-3 times,Yes,No,NA,NA,NA,No,Somewhat likely,No,No,NA,No,No,90,40,NA,It would be wise to consider limitations on activity imposed by weather: subzero temps and gusts up to 40mph. Activities beyond birding would be limited by conditions
