S/Transect,Quadra,SpCode,DKH,code,Base stems,Basal area (sq cm),Hmin,Hmax,CanDepth,Crwn D1,Crwn D2,CrwnDiam,slope,Soiltex,Elev (m),Trcov (%),Shcov (%),Hcov (%),Bare (%),CanArea =  ?r² ,CanArea     = ?D1D2/4 ,Diff,CanVol 
L1,L119,ACACME,10,,b,78.50,1.64,4.7,3.06,6.85,6.72,6.79,3,1,1678,5,1,95,5,36.14,36.14,0,73.6
L1,L119,ACACME,6.4,,b,32.15,1.64,4.7,3.06,6.85,6.72,6.79,3,1,1678,5,1,95,5,36.14,36.14,0,73.6
L1,L119,ACACME,8.3,,b,54.08,1.64,4.7,3.06,6.85,6.72,6.79,3,1,1678,5,1,95,5,36.14,36.14,0,73.6
L1,L119,ACACME,7,,b,38.47,1.64,4.7,3.06,6.85,6.72,6.79,3,1,1678,5,1,95,5,36.14,36.14,0,73.6
L1,L119,ACACME,4,,b,12.56,1.64,4.7,3.06,6.85,6.72,6.79,3,1,1678,5,1,95,5,36.14,36.14,0,73.6
L1,L119,ACACME,6.9,,b,37.37,1.64,4.7,3.06,6.85,6.72,6.79,3,1,1678,5,1,95,5,36.14,36.14,0,73.6
L1,L119,ACACME,8.4,,b,55.39,1.64,4.7,3.06,6.85,6.72,6.79,3,1,1678,5,1,95,5,36.14,36.14,0,73.6
L1,L119,ACACME,5.3,,b,22.05,1.64,4.7,3.06,6.85,6.72,6.79,3,1,1678,5,1,95,5,36.14,36.14,0,73.6
L1,L119,ACACME,7.9,M,M,48.99,0.96,3.39,2.43,6.98,6.88,6.93,3,1,1678,5,1,95,5,37.7,37.7,0,61
L1,L119,ACACME,6,,b,28.26,0.96,3.39,2.43,6.98,6.88,6.93,3,1,1678,5,1,95,5,37.7,37.7,0,61
L1,L119,ACACME,7.1,,b,39.57,0.96,3.39,2.43,6.98,6.88,6.93,3,1,1678,5,1,95,5,37.7,37.7,0,61
L1,L119,ACACME,6.7,,b,35.24,0.96,3.39,2.43,6.98,6.88,6.93,3,1,1678,5,1,95,5,37.7,37.7,0,61
L1,L119,ACACME,7.9,,b,48.99,0.96,3.39,2.43,6.98,6.88,6.93,3,1,1678,5,1,95,5,37.7,37.7,0,61
L1,L119,ACACME,8.7,,b,59.42,0.96,3.39,2.43,6.98,6.88,6.93,3,1,1678,5,1,95,5,37.7,37.7,0,61
L1,L119,ACACME,6.4,,b,32.15,0.96,3.39,2.43,6.98,6.88,6.93,3,1,1678,5,1,95,5,37.7,37.7,0,61
L1,L119,ACACME,5.6,,b,24.62,0.96,3.39,2.43,6.98,6.88,6.93,3,1,1678,5,1,95,5,37.7,37.7,0,61
L1,L119,ACACME,4.3,,b,14.51,0.96,3.39,2.43,6.98,6.88,6.93,3,1,1678,5,1,95,5,37.7,37.7,0,61
L1,L119,ACACME,7.7,M,M,46.54,1.32,4.24,2.92,5.18,5.16,5.17,3,1,1678,5,1,95,5,20.98,20.98,0,40.81
L1,L119,ACACME,4.7,,b,17.34,1.32,4.24,2.92,5.18,5.16,5.17,3,1,1678,5,1,95,5,20.98,20.98,0,40.81
L1,L119,ACACME,4.3,,b,14.51,1.32,4.24,2.92,5.18,5.16,5.17,3,1,1678,5,1,95,5,20.98,20.98,0,40.81
L1,L119,ACACME,6.1,,b,29.21,1.32,4.24,2.92,5.18,5.16,5.17,3,1,1678,5,1,95,5,20.98,20.98,0,40.81
L1,L119,ACACME,6.5,,b,33.17,1.32,4.24,2.92,5.18,5.16,5.17,3,1,1678,5,1,95,5,20.98,20.98,0,40.81
L1,L119,ACACME,7,,b,38.47,1.32,4.24,2.92,5.18,5.16,5.17,3,1,1678,5,1,95,5,20.98,20.98,0,40.81
L1,L119,ACACME,3.9,,b,11.94,1.32,4.24,2.92,5.18,5.16,5.17,3,1,1678,5,1,95,5,20.98,20.98,0,40.81
L1,L119,ACACME,5.5,,b,23.75,1.32,4.24,2.92,5.18,5.16,5.17,3,1,1678,5,1,95,5,20.98,20.98,0,40.81
L1,L119,ACACME,6.3,M,M,31.16,0.94,2.87,1.93,5.14,4.68,4.91,3,1,1678,5,1,95,5,18.92,18.88,0.04,24.24
L1,L119,ACACME,5.7,,b,25.50,0.94,2.87,1.93,5.14,4.68,4.91,3,1,1678,5,1,95,5,18.92,18.88,0.04,24.24
L1,L119,ACACME,5.5,,b,23.75,0.94,2.87,1.93,5.14,4.68,4.91,3,1,1678,5,1,95,5,18.92,18.88,0.04,24.24
L1,L119,ACACME,4.6,,b,16.61,0.94,2.87,1.93,5.14,4.68,4.91,3,1,1678,5,1,95,5,18.92,18.88,0.04,24.24
L1,L119,ACACME,3.6,,b,10.17,0.94,2.87,1.93,5.14,4.68,4.91,3,1,1678,5,1,95,5,18.92,18.88,0.04,24.24
L1,L119,ACACME,4.7,,b,17.34,0.94,2.87,1.93,5.14,4.68,4.91,3,1,1678,5,1,95,5,18.92,18.88,0.04,24.24
L1,L119,ACACME,5.5,M,M,23.75,1.28,2.2,0.92,2.72,3.74,3.23,3,1,1678,5,1,95,5,8.19,7.99,0.2,4.87
L1,L119,ACACME,4.3,,b,14.51,1.28,2.2,0.92,2.72,3.74,3.23,3,1,1678,5,1,95,5,8.19,7.99,0.2,4.87
L1,L119,ACACME,5.1,,b,20.42,1.28,2.2,0.92,2.72,3.74,3.23,3,1,1678,5,1,95,5,8.19,7.99,0.2,4.87
L1,L120,ACACME,10.6,M,M,88.20,1.21,3.99,2.78,6.56,9,7.78,2,1,1672,6,1,80,20,47.51,46.35,1.17,86.02
L1,L120,ACACME,6.5,,b,33.17,1.21,3.99,2.78,6.56,9,7.78,2,1,1672,6,1,80,20,47.51,46.35,1.17,86.02
L1,L120,ACACME,5.2,,b,21.23,1.21,3.99,2.78,6.56,9,7.78,2,1,1672,6,1,80,20,47.51,46.35,1.17,86.02
L1,L120,ACACME,8.3,,b,54.08,1.21,3.99,2.78,6.56,9,7.78,2,1,1672,6,1,80,20,47.51,46.35,1.17,86.02
L1,L120,ACACME,4.5,,b,15.90,1.21,3.99,2.78,6.56,9,7.78,2,1,1672,6,1,80,20,47.51,46.35,1.17,86.02
L1,L120,ACACME,8.6,,b,58.06,1.21,3.99,2.78,6.56,9,7.78,2,1,1672,6,1,80,20,47.51,46.35,1.17,86.02
L1,L120,ACACME,8.7,,b,59.42,1.21,3.99,2.78,6.56,9,7.78,2,1,1672,6,1,80,20,47.51,46.35,1.17,86.02
L1,L120,ACACME,4.4,,b,15.20,1.21,3.99,2.78,6.56,9,7.78,2,1,1672,6,1,80,20,47.51,46.35,1.17,86.02
L1,L120,ACACME,7.3,M,M,41.83,1.27,2.87,1.6,4.98,4.46,4.72,2,1,1672,6,1,80,20,17.49,17.44,0.05,18.55
L1,L120,ACACME,7.7,,b,46.54,1.27,2.87,1.6,4.98,4.46,4.72,2,1,1672,6,1,80,20,17.49,17.44,0.05,18.55
L1,L120,ACACME,5.9,,b,27.33,1.27,2.87,1.6,4.98,4.46,4.72,2,1,1672,6,1,80,20,17.49,17.44,0.05,18.55
L1,L120,ACACME,5.2,,b,21.23,1.27,2.87,1.6,4.98,4.46,4.72,2,1,1672,6,1,80,20,17.49,17.44,0.05,18.55
L1,L120,ACACME,4.6,M,M,16.61,1.2,3.14,1.94,4.15,3.19,3.67,2,1,1672,6,1,80,20,10.57,10.39,0.18,13.44
L1,L120,ACACME,4.1,,b,13.20,1.2,3.14,1.94,4.15,3.19,3.67,2,1,1672,6,1,80,20,10.57,10.39,0.18,13.44
L1,L120,ACACME,4.1,,b,13.20,1.2,3.14,1.94,4.15,3.19,3.67,2,1,1672,6,1,80,20,10.57,10.39,0.18,13.44
L1,L120,ACACME,4.5,,b,15.90,1.2,3.14,1.94,4.15,3.19,3.67,2,1,1672,6,1,80,20,10.57,10.39,0.18,13.44
L1,L120,ACACME,4.4,,b,15.20,1.2,3.14,1.94,4.15,3.19,3.67,2,1,1672,6,1,80,20,10.57,10.39,0.18,13.44
L1,L120,ACACME,4.6,,b,16.61,1.2,3.14,1.94,4.15,3.19,3.67,2,1,1672,6,1,80,20,10.57,10.39,0.18,13.44
L1,L120,ACACME,7.6,M,M,45.34,1.17,3.29,2.12,5.55,5.82,5.69,2,1,1672,6,1,80,20,25.37,25.36,0.01,35.88
L1,L120,ACACME,4.1,,b,13.20,1.17,3.29,2.12,5.55,5.82,5.69,2,1,1672,6,1,80,20,25.37,25.36,0.01,35.88
L1,L120,ACACME,4.2,,b,13.85,1.17,3.29,2.12,5.55,5.82,5.69,2,1,1672,6,1,80,20,25.37,25.36,0.01,35.88
L1,L120,ACACME,5.4,,b,22.89,1.17,3.29,2.12,5.55,5.82,5.69,2,1,1672,6,1,80,20,25.37,25.36,0.01,35.88
L1,L120,ACACME,7.1,,b,39.57,1.17,3.29,2.12,5.55,5.82,5.69,2,1,1672,6,1,80,20,25.37,25.36,0.01,35.88
L1,L120,ACACME,4.1,,b,13.20,1.17,3.29,2.12,5.55,5.82,5.69,2,1,1672,6,1,80,20,25.37,25.36,0.01,35.88
L1,L120,ACACME,6.6,,b,34.19,1.17,3.29,2.12,5.55,5.82,5.69,2,1,1672,6,1,80,20,25.37,25.36,0.01,35.88
L1,L120,ACACME,5.3,,b,22.05,1.17,3.29,2.12,5.55,5.82,5.69,2,1,1672,6,1,80,20,25.37,25.36,0.01,35.88
L1,L120,ACACME,4,,b,12.56,1.17,3.29,2.12,5.55,5.82,5.69,2,1,1672,6,1,80,20,25.37,25.36,0.01,35.88
L1,L120,ACACME,9.3,M,M,67.89,0.79,3.35,2.56,7.5,6.63,7.07,2,1,1672,6,1,80,20,39.18,39.03,0.15,66.71
L1,L120,ACACME,7,,b,38.47,0.79,3.35,2.56,7.5,6.63,7.07,2,1,1672,6,1,80,20,39.18,39.03,0.15,66.71
L1,L120,ACACME,4.1,,b,13.20,0.79,3.35,2.56,7.5,6.63,7.07,2,1,1672,6,1,80,20,39.18,39.03,0.15,66.71
L1,L120,ACACME,5.5,,b,23.75,0.79,3.35,2.56,7.5,6.63,7.07,2,1,1672,6,1,80,20,39.18,39.03,0.15,66.71
L1,L120,ACACME,7.1,,b,39.57,0.79,3.35,2.56,7.5,6.63,7.07,2,1,1672,6,1,80,20,39.18,39.03,0.15,66.71
L1,L120,ACACME,10.9,,b,93.27,0.79,3.35,2.56,7.5,6.63,7.07,2,1,1672,6,1,80,20,39.18,39.03,0.15,66.71
L1,L120,ACACME,7.9,,b,48.99,0.79,3.35,2.56,7.5,6.63,7.07,2,1,1672,6,1,80,20,39.18,39.03,0.15,66.71
L1,L120,ACACME,8.6,,b,58.06,0.79,3.35,2.56,7.5,6.63,7.07,2,1,1672,6,1,80,20,39.18,39.03,0.15,66.71
L1,L120,ACACME,8.6,,b,58.06,0.79,3.35,2.56,7.5,6.63,7.07,2,1,1672,6,1,80,20,39.18,39.03,0.15,66.71
L1,L120,ACACME,8.2,M,M,52.78,1.18,2.59,1.41,3.55,2.76,3.16,2,1,1672,6,1,80,20,7.81,7.69,0.12,7.24
L1,L120,ACACME,5.7,,b,25.50,1.18,2.59,1.41,3.55,2.76,3.16,2,1,1672,6,1,80,20,7.81,7.69,0.12,7.24
L1,L120,ACACME,5.6,,b,24.62,1.18,2.59,1.41,3.55,2.76,3.16,2,1,1672,6,1,80,20,7.81,7.69,0.12,7.24
L1,L120,ACACME,4.8,,b,18.09,1.18,2.59,1.41,3.55,2.76,3.16,2,1,1672,6,1,80,20,7.81,7.69,0.12,7.24
L1,L120,ACACME,4.6,,b,16.61,1.18,2.59,1.41,3.55,2.76,3.16,2,1,1672,6,1,80,20,7.81,7.69,0.12,7.24
L1,L120,ACACME,6,,b,28.26,1.18,2.59,1.41,3.55,2.76,3.16,2,1,1672,6,1,80,20,7.81,7.69,0.12,7.24
L1,L121,ACACME,8.9,M,M,62.18,0.8,4.24,3.44,7.54,7.92,7.73,2,1,1680,5,7,90,10,46.91,46.88,0.03,107.44
L1,L121,ACACME,8.4,,b,55.39,0.8,4.24,3.44,7.54,7.92,7.73,2,1,1680,5,7,90,10,46.91,46.88,0.03,107.44
L1,L121,ACACME,7,,b,38.47,0.8,4.24,3.44,7.54,7.92,7.73,2,1,1680,5,7,90,10,46.91,46.88,0.03,107.44
L1,L121,ACACME,7.5,,b,44.16,0.8,4.24,3.44,7.54,7.92,7.73,2,1,1680,5,7,90,10,46.91,46.88,0.03,107.44
L1,L121,ACACME,6.3,,b,31.16,0.8,4.24,3.44,7.54,7.92,7.73,2,1,1680,5,7,90,10,46.91,46.88,0.03,107.44
L1,L121,ACACME,8.4,,b,55.39,0.8,4.24,3.44,7.54,7.92,7.73,2,1,1680,5,7,90,10,46.91,46.88,0.03,107.44
L1,L121,ACACME,6.2,,b,30.18,0.8,4.24,3.44,7.54,7.92,7.73,2,1,1680,5,7,90,10,46.91,46.88,0.03,107.44
L1,L121,ACACME,7.1,,b,39.57,0.8,4.24,3.44,7.54,7.92,7.73,2,1,1680,5,7,90,10,46.91,46.88,0.03,107.44
L1,L121,ACACME,6.8,,b,36.30,0.8,4.24,3.44,7.54,7.92,7.73,2,1,1680,5,7,90,10,46.91,46.88,0.03,107.44
L1,L121,ACACME,6.9,,b,37.37,0.8,4.24,3.44,7.54,7.92,7.73,2,1,1680,5,7,90,10,46.91,46.88,0.03,107.44
L1,L121,ACACME,5,,b,19.63,0.8,4.24,3.44,7.54,7.92,7.73,2,1,1680,5,7,90,10,46.91,46.88,0.03,107.44
L1,L121,ACACME,3.7,,b,10.75,0.8,4.24,3.44,7.54,7.92,7.73,2,1,1680,5,7,90,10,46.91,46.88,0.03,107.44
L1,L121,ACACET,11.1,M,M,96.72,0.59,2.62,2.03,5.8,4.1,4.95,2,1,1680,5,7,90,10,19.23,18.67,0.57,25.29
L1,L121,ACACET,7.2,,b,40.69,0.59,2.62,2.03,5.8,4.1,4.95,2,1,1680,5,7,90,10,19.23,18.67,0.57,25.29
L1,L121,ACACET,5.3,,b,22.05,0.59,2.62,2.03,5.8,4.1,4.95,2,1,1680,5,7,90,10,19.23,18.67,0.57,25.29
L1,L121,ACACET,4.6,,b,16.61,0.59,2.62,2.03,5.8,4.1,4.95,2,1,1680,5,7,90,10,19.23,18.67,0.57,25.29
L1,L121,ACACME,6.4,M,M,32.15,1.22,4.3,3.08,5.8,6.12,5.96,2,1,1680,5,7,90,10,27.88,27.86,0.02,57.19
L1,L121,ACACME,6,,b,28.26,1.22,4.3,3.08,5.8,6.12,5.96,2,1,1680,5,7,90,10,27.88,27.86,0.02,57.19
L1,L121,ACACME,7.2,,b,40.69,1.22,4.3,3.08,5.8,6.12,5.96,2,1,1680,5,7,90,10,27.88,27.86,0.02,57.19
L1,L121,ACACME,5.3,,b,22.05,1.22,4.3,3.08,5.8,6.12,5.96,2,1,1680,5,7,90,10,27.88,27.86,0.02,57.19
L1,L121,ACACME,5.7,,b,25.50,1.22,4.3,3.08,5.8,6.12,5.96,2,1,1680,5,7,90,10,27.88,27.86,0.02,57.19
L1,L121,ACACME,5.3,,b,22.05,1.22,4.3,3.08,5.8,6.12,5.96,2,1,1680,5,7,90,10,27.88,27.86,0.02,57.19
L1,L121,ACACME,5.5,,b,23.75,1.22,4.3,3.08,5.8,6.12,5.96,2,1,1680,5,7,90,10,27.88,27.86,0.02,57.19
L1,L121,ACACME,4.9,,b,18.85,1.22,4.3,3.08,5.8,6.12,5.96,2,1,1680,5,7,90,10,27.88,27.86,0.02,57.19
L1,L121,ACACME,3.5,,b,9.62,1.22,4.3,3.08,5.8,6.12,5.96,2,1,1680,5,7,90,10,27.88,27.86,0.02,57.19
L1,L121,ACACME,5.1,M,M,20.42,0.36,2.99,2.63,4.64,4.8,4.72,2,1,1680,5,7,90,10,17.49,17.48,0.01,30.63
L1,L121,ACACME,4.4,,b,15.20,0.36,2.99,2.63,4.64,4.8,4.72,2,1,1680,5,7,90,10,17.49,17.48,0.01,30.63
L1,L121,ACACME,4.7,,b,17.34,0.36,2.99,2.63,4.64,4.8,4.72,2,1,1680,5,7,90,10,17.49,17.48,0.01,30.63
L1,L121,ACACME,4.6,,b,16.61,0.36,2.99,2.63,4.64,4.8,4.72,2,1,1680,5,7,90,10,17.49,17.48,0.01,30.63
L1,L121,ACACME,12.7,M,M,126.61,1.52,4.27,2.75,5.12,4.81,4.97,2,1,1680,5,7,90,10,19.35,19.33,0.02,35.42
L1,L121,ACACME,9.4,,b,69.36,1.52,4.27,2.75,5.12,4.81,4.97,2,1,1680,5,7,90,10,19.35,19.33,0.02,35.42
L1,L121,ACACME,7.5,,b,44.16,1.52,4.27,2.75,5.12,4.81,4.97,2,1,1680,5,7,90,10,19.35,19.33,0.02,35.42
L1,L121,ACACME,7.6,,b,45.34,1.52,4.27,2.75,5.12,4.81,4.97,2,1,1680,5,7,90,10,19.35,19.33,0.02,35.42
L1,L121,ACACME,9.1,,b,65.01,1.52,4.27,2.75,5.12,4.81,4.97,2,1,1680,5,7,90,10,19.35,19.33,0.02,35.42
L1,L121,ACACME,11.6,,b,105.63,1.52,4.27,2.75,5.12,4.81,4.97,2,1,1680,5,7,90,10,19.35,19.33,0.02,35.42
L1,L121,ACACME,5.6,,b,24.62,1.52,4.27,2.75,5.12,4.81,4.97,2,1,1680,5,7,90,10,19.35,19.33,0.02,35.42
L1,L121,ACACME,9.7,,b,73.86,1.52,4.27,2.75,5.12,4.81,4.97,2,1,1680,5,7,90,10,19.35,19.33,0.02,35.42
L1,L121,ACACME,7.5,,b,44.16,1.52,4.27,2.75,5.12,4.81,4.97,2,1,1680,5,7,90,10,19.35,19.33,0.02,35.42
L1,L121,ACACME,6.7,,b,35.24,1.52,4.27,2.75,5.12,4.81,4.97,2,1,1680,5,7,90,10,19.35,19.33,0.02,35.42
L1,L121,ACACME,7.1,,b,39.57,1.52,4.27,2.75,5.12,4.81,4.97,2,1,1680,5,7,90,10,19.35,19.33,0.02,35.42
L1,L122,0,0,0,0,0.00,0,0,0,0,0,0,2,5,1680,0,0,0,0,0,0,0,0
L1,L123,ACACME,7.3,M,M,41.83,0.93,3.38,2.45,4.22,4.53,4.38,2,4,1679,17,0,40,60,15.03,15.01,0.02,24.51
L1,L123,ACACME,6.5,,b,33.17,0.93,3.38,2.45,4.22,4.53,4.38,2,4,1679,17,0,40,60,15.03,15.01,0.02,24.51
L1,L123,ACACME,7.4,,b,42.99,0.93,3.38,2.45,4.22,4.53,4.38,2,4,1679,17,0,40,60,15.03,15.01,0.02,24.51
L1,L123,ACACME,3.3,,b,8.55,0.93,3.38,2.45,4.22,4.53,4.38,2,4,1679,17,0,40,60,15.03,15.01,0.02,24.51
L1,L123,ACACME,3,,b,7.07,0.93,3.38,2.45,4.22,4.53,4.38,2,4,1679,17,0,40,60,15.03,15.01,0.02,24.51
L1,L123,ACACET,4.9,M,M,18.85,1.11,2.47,1.36,2.89,2.57,2.73,2,4,1679,17,0,40,60,5.85,5.83,0.02,5.29
L1,L123,ACACET,3.2,,b,8.04,1.11,2.47,1.36,2.89,2.57,2.73,2,4,1679,17,0,40,60,5.85,5.83,0.02,5.29
L1,L123,ACACME,3.2,M,M,8.04,0.75,1.86,1.11,1.51,1.49,1.5,2,4,1679,17,0,40,60,1.77,1.77,0,1.31
L1,L123,ACACME,3.9,M,M,11.94,1.17,2.49,1.32,3.63,4.25,3.94,2,4,1679,17,0,40,60,12.19,12.11,0.08,10.66
L1,L123,ACACME,3.5,,b,9.62,0.36,2.5,2.14,3.63,4.25,3.94,2,4,1679,17,0,40,60,12.19,12.11,0.08,17.28
L1,L123,ACACME,3.4,,b,9.07,0.36,2.5,2.14,3.63,4.25,3.94,2,4,1679,17,0,40,60,12.19,12.11,0.08,17.28
L1,L123,ACACME,6.2,M,M,30.18,0.93,2.71,1.78,3.63,2.44,3.04,2,4,1679,17,0,40,60,7.23,6.95,0.28,8.25
L1,L123,ACACME,7.3,M,M,41.83,0.79,3.72,2.93,3.87,3.24,3.56,2,4,1679,17,0,40,60,9.92,9.84,0.08,19.23
L1,L123,ACACME,5,,b,19.63,0.79,3.72,2.93,3.87,3.24,3.56,2,4,1679,17,0,40,60,9.92,9.84,0.08,19.23
L1,L123,ACACME,5.5,,b,23.75,0.79,3.72,2.93,3.87,3.24,3.56,2,4,1679,17,0,40,60,9.92,9.84,0.08,19.23
L1,L123,ACACME,5.1,,b,20.42,0.79,3.72,2.93,3.87,3.24,3.56,2,4,1679,17,0,40,60,9.92,9.84,0.08,19.23
L1,L123,ACACME,4.3,,b,14.51,0.79,3.72,2.93,3.87,3.24,3.56,2,4,1679,17,0,40,60,9.92,9.84,0.08,19.23
L1,L123,ACACME,4.1,,b,13.20,0.79,3.72,2.93,3.87,3.24,3.56,2,4,1679,17,0,40,60,9.92,9.84,0.08,19.23
L1,L123,ACACME,5.7,M,M,25.50,1.05,3.71,2.66,4.57,4.97,4.77,2,4,1679,17,0,40,60,17.86,17.83,0.03,31.62
L1,L123,ACACME,5.3,,b,22.05,1.05,3.71,2.66,4.57,4.97,4.77,2,4,1679,17,0,40,60,17.86,17.83,0.03,31.62
L1,L123,ACACME,4.6,,b,16.61,1.05,3.71,2.66,4.57,4.97,4.77,2,4,1679,17,0,40,60,17.86,17.83,0.03,31.62
L1,L123,ACACME,5.6,M,M,24.62,1.06,3.84,2.78,4.57,4.97,4.77,2,4,1679,17,0,40,60,17.86,17.83,0.03,33.04
L1,L123,ACACME,4.7,,b,17.34,1.06,3.84,2.78,4.57,4.97,4.77,2,4,1679,17,0,40,60,17.86,17.83,0.03,33.04
L1,L123,ACACME,4.2,,b,13.85,1.06,3.84,2.78,4.57,4.97,4.77,2,4,1679,17,0,40,60,17.86,17.83,0.03,33.04
L1,L123,ACACME,5.7,,b,25.50,1.06,3.84,2.78,4.57,4.97,4.77,2,4,1679,17,0,40,60,17.86,17.83,0.03,33.04
L1,L123,ACACME,7.1,M,M,39.57,0.66,3.41,2.75,4.45,4.5,4.48,2,4,1679,17,0,40,60,15.72,15.72,0,28.82
L1,L123,ACACME,4.7,,b,17.34,0.66,3.41,2.75,4.45,4.5,4.48,2,4,1679,17,0,40,60,15.72,15.72,0,28.82
L1,L123,ACACME,4.5,,b,15.90,0.66,3.41,2.75,4.45,4.5,4.48,2,4,1679,17,0,40,60,15.72,15.72,0,28.82
L1,L123,ACACME,4.2,,b,13.85,0.66,3.41,2.75,4.45,4.5,4.48,2,4,1679,17,0,40,60,15.72,15.72,0,28.82
L1,L123,ACACME,5.5,M,M,23.75,1.01,4.14,3.13,3.21,2.95,3.08,2,4,1679,17,0,40,60,7.45,7.43,0.01,15.51
L1,L123,ACACME,4.7,,b,17.34,1.01,4.14,3.13,3.21,2.95,3.08,2,4,1679,17,0,40,60,7.45,7.43,0.01,15.51
L1,L123,ACACME,4.9,,b,18.85,1.01,4.14,3.13,3.21,2.95,3.08,2,4,1679,17,0,40,60,7.45,7.43,0.01,15.51
L1,L123,ACACME,4.1,,b,13.20,1.01,4.14,3.13,3.21,2.95,3.08,2,4,1679,17,0,40,60,7.45,7.43,0.01,15.51
L1,L124,ACACME,4.6,M,M,16.61,1.52,4.14,2.62,3.47,3.25,3.36,2,4,1681,65,5,60,40,8.86,8.85,0.01,15.46
L1,L124,ACACME,3.6,,b,10.17,1.52,4.14,2.62,3.47,3.25,3.36,2,4,1681,65,5,60,40,8.86,8.85,0.01,15.46
L1,L124,ACACME,3.8,M,M,11.34,1.04,4.14,3.1,2.89,1.74,2.32,2,4,1681,65,5,60,40,4.21,3.95,0.26,8.16
L1,L124,ACACME,5.4,,b,22.89,1.04,4.14,3.1,2.89,1.74,2.32,2,4,1681,65,5,60,40,4.21,3.95,0.26,8.16
L1,L124,ACACME,2.6,,b,5.31,1.04,4.14,3.1,2.89,1.74,2.32,2,4,1681,65,5,60,40,4.21,3.95,0.26,8.16
L1,L124,ACACME,6.1,M,M,29.21,1.01,4.14,3.13,3.47,4.67,4.07,2,4,1681,65,5,60,40,13,12.72,0.28,26.54
L1,L124,ACACME,4.1,,b,13.20,1.01,4.14,3.13,3.47,4.67,4.07,2,4,1681,65,5,60,40,13,12.72,0.28,26.54
L1,L124,ACACME,4.1,,b,13.20,1.01,4.14,3.13,3.47,4.67,4.07,2,4,1681,65,5,60,40,13,12.72,0.28,26.54
L1,L124,ACACME,6.2,,b,30.18,1.01,4.14,3.13,3.47,4.67,4.07,2,4,1681,65,5,60,40,13,12.72,0.28,26.54
L1,L124,ACACME,5.3,,b,22.05,1.01,4.14,3.13,3.47,4.67,4.07,2,4,1681,65,5,60,40,13,12.72,0.28,26.54
L1,L124,ACACME,3.7,,b,10.75,1.01,4.14,3.13,3.47,4.67,4.07,2,4,1681,65,5,60,40,13,12.72,0.28,26.54
L1,L124,ACACME,4.1,M,M,13.20,2.37,4.14,1.77,3.25,2.67,2.96,2,4,1681,65,5,60,40,6.88,6.81,0.07,8.04
L1,L124,ACACME,3.5,,b,9.62,2.37,4.14,1.77,3.25,2.67,2.96,2,4,1681,65,5,60,40,6.88,6.81,0.07,8.04
L1,L124,ACACME,5.9,,b,27.33,2.37,4.14,1.77,3.25,2.67,2.96,2,4,1681,65,5,60,40,6.88,6.81,0.07,8.04
L1,L124,ACACME,5,,b,19.63,2.37,4.14,1.77,3.25,2.67,2.96,2,4,1681,65,5,60,40,6.88,6.81,0.07,8.04
L1,L124,ACACME,3.5,M,M,9.62,1.83,4.14,2.31,4.91,4.16,4.54,2,4,1681,65,5,60,40,16.14,16.03,0.11,24.69
L1,L124,ACACME,4.6,,b,16.61,1.83,4.14,2.31,4.91,4.16,4.54,2,4,1681,65,5,60,40,16.14,16.03,0.11,24.69
L1,L124,ACACME,2.9,,b,6.60,1.83,4.14,2.31,4.91,4.16,4.54,2,4,1681,65,5,60,40,16.14,16.03,0.11,24.69
L1,L124,ACACME,3.7,,b,10.75,1.83,4.14,2.31,4.91,4.16,4.54,2,4,1681,65,5,60,40,16.14,16.03,0.11,24.69
L1,L124,ACACME,3.3,,b,8.55,1.83,4.14,2.31,4.91,4.16,4.54,2,4,1681,65,5,60,40,16.14,16.03,0.11,24.69
L1,L124,ACACME,6.1,M,M,29.21,1.79,4.14,2.35,2.27,2.36,2.32,2,4,1681,65,5,60,40,4.21,4.21,0,6.59
L1,L124,ACACME,3.3,,b,8.55,1.79,4.14,2.35,2.27,2.36,2.32,2,4,1681,65,5,60,40,4.21,4.21,0,6.59
L1,L124,ACACME,4.7,,b,17.34,1.79,4.14,2.35,2.27,2.36,2.32,2,4,1681,65,5,60,40,4.21,4.21,0,6.59
L1,L124,ACACME,5.5,,b,23.75,1.79,4.14,2.35,2.27,2.36,2.32,2,4,1681,65,5,60,40,4.21,4.21,0,6.59
L1,L124,ACACME,3.6,,b,10.17,1.79,4.14,2.35,2.27,2.36,2.32,2,4,1681,65,5,60,40,4.21,4.21,0,6.59
L1,L124,ACACME,7.7,M,M,46.54,1.06,4.14,3.08,5.26,5.45,5.36,2,4,1681,65,5,60,40,22.51,22.5,0.01,46.21
L1,L124,ACACME,7,,b,38.47,1.06,4.14,3.08,5.26,5.45,5.36,2,4,1681,65,5,60,40,22.51,22.5,0.01,46.21
L1,L124,ACACME,5.7,,b,25.50,1.06,4.14,3.08,5.26,5.45,5.36,2,4,1681,65,5,60,40,22.51,22.5,0.01,46.21
L1,L124,ACACME,6.4,,b,32.15,1.06,4.14,3.08,5.26,5.45,5.36,2,4,1681,65,5,60,40,22.51,22.5,0.01,46.21
L1,L124,ACACME,4.9,,b,18.85,1.06,4.14,3.08,5.26,5.45,5.36,2,4,1681,65,5,60,40,22.51,22.5,0.01,46.21
L1,L124,ACACME,5.7,,b,25.50,1.06,4.14,3.08,5.26,5.45,5.36,2,4,1681,65,5,60,40,22.51,22.5,0.01,46.21
