"Acacia brevispica biomass (y=48.739x-41.179, r = 0.24)",,,,,,,,,,,,,,,,,,,,
S/Transect,Quadra,SpCode,DKH,code,branches,Basal area (sq cm),Hmin,Hmax,CanDepth,CrwnDiam,slope,Soiltex,Elev (m),Trcov (%),Shcov (%),Hcov (%),Bare (%),CanArea     = ?D1D2/4 ,CanVol ,Biomass 
M1,M103,ACACBR,2.6,,b,5.3066,0.6,2.37,1.77,1.8,2,5,1665,73,40,100,0,2.47,2.92,85.5424
M1,M103,ACACBR,2,,b,3.14,0.6,2.37,1.77,1.8,2,5,1665,73,40,100,0,2.47,2.92,56.299
M1,M103,ACACBR,1.2,,b,1.1304,0.6,2.37,1.77,1.8,2,5,1665,73,40,100,0,2.47,2.92,17.3078
M1,M103,ACACBR,1.4,,b,1.5386,0.6,2.37,1.77,1.8,2,5,1665,73,40,100,0,2.47,2.92,27.0556
M1,M103,ACACBR,1.9,,b,2.83385,0.6,2.37,1.77,1.8,2,5,1665,73,40,100,0,2.47,2.92,51.4251
M1,M103,ACACBR,1.2,,b,1.1304,0.6,2.37,1.77,1.8,2,5,1665,73,40,100,0,2.47,2.92,17.3078
M1,M103,ACACBR,1.3,,b,1.32665,0.6,2.37,1.77,1.8,2,5,1665,73,40,100,0,2.47,2.92,22.1817
M1,M103,ACACBR,1.4,,b,1.5386,0.6,2.37,1.77,1.8,2,5,1665,73,40,100,0,2.47,2.92,27.0556
M1,M103,ACACBR,2.9,M,M,6.60185,0.65,2.39,1.74,1.75,2,5,1665,73,40,100,0,2.36,2.73,100.1641
M1,M103,ACACBR,1.7,,b,2.26865,0.65,2.39,1.74,1.75,2,5,1665,73,40,100,0,2.36,2.73,41.6773
M1,M103,ACACBR,1.1,,b,0.94985,0.65,2.39,1.74,1.75,2,5,1665,73,40,100,0,2.36,2.73,12.4339
M1,M103,ACACBR,1.4,,b,1.5386,0.65,2.39,1.74,1.75,2,5,1665,73,40,100,0,2.36,2.73,27.0556
M1,M103,ACACBR,1,,b,0.785,0.65,2.39,1.74,1.75,2,5,1665,73,40,100,0,2.36,2.73,7.56
M1,M103,ACACBR,1.5,,b,1.76625,0.65,2.39,1.74,1.75,2,5,1665,73,40,100,0,2.36,2.73,31.9295
M1,M103,ACACBR,1.4,,b,1.5386,0.65,2.39,1.74,1.75,2,5,1665,73,40,100,0,2.36,2.73,27.0556
M1,M103,ACACBR,2.2,,b,3.7994,0.65,2.39,1.74,1.75,2,5,1665,73,40,100,0,2.36,2.73,66.0468
M1,M103,ACACBR,1.8,,b,2.5434,0.65,2.39,1.74,1.75,2,5,1665,73,40,100,0,2.36,2.73,46.5512
M1,M103,ACACBR,1.6,,b,2.0096,0.65,2.39,1.74,1.75,2,5,1665,73,40,100,0,2.36,2.73,36.8034
M1,M103,ACACBR,2.4,,b,4.5216,0.65,2.39,1.74,1.75,2,5,1665,73,40,100,0,2.36,2.73,75.7946
M1,M103,ACACBR,1.1,,b,0.94985,0.65,2.39,1.74,1.75,2,5,1665,73,40,100,0,2.36,2.73,12.4339
M1,M103,ACACBR,1.6,,b,2.0096,0.65,2.39,1.74,1.75,2,5,1665,73,40,100,0,2.36,2.73,36.8034
M1,M103,ACACBR,2.4,,b,4.5216,0.65,2.39,1.74,1.75,2,5,1665,73,40,100,0,2.36,2.73,75.7946
M1,M103,ACACBR,1.8,,b,2.5434,0.65,2.39,1.74,1.75,2,5,1665,73,40,100,0,2.36,2.73,46.5512
M1,M103,ACACBR,2.5,M,M,4.90625,0.74,1.3,0.56,0.85,2,5,1665,73,40,100,0,0.57,0.21,80.6685
M1,M103,ACACBR,1.7,,b,2.26865,0.74,1.3,0.56,0.85,2,5,1665,73,40,100,0,0.57,0.21,41.6773
M1,M103,ACACBR,1.1,,b,0.94985,0.74,1.3,0.56,0.85,2,5,1665,73,40,100,0,0.57,0.21,12.4339
M1,M103,ACACBR,2,,b,3.14,0.74,1.3,0.56,0.85,2,5,1665,73,40,100,0,0.57,0.21,56.299
M1,M103,ACACBR,1.3,,b,1.32665,0.74,1.3,0.56,0.85,2,5,1665,73,40,100,0,0.57,0.21,22.1817
M1,M103,ACACBR,1.4,,b,1.5386,0.74,1.3,0.56,0.85,2,5,1665,73,40,100,0,0.57,0.21,27.0556
M1,M103,ACACBR,1.2,,b,1.1304,0.74,1.3,0.56,0.85,2,5,1665,73,40,100,0,0.57,0.21,17.3078
M1,M103,ACACBR,1.3,,b,1.32665,0.74,1.3,0.56,0.85,2,5,1665,73,40,100,0,0.57,0.21,22.1817
M1,M103,ACACBR,2.4,M,M,4.5216,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,75.7946
M1,M103,ACACBR,1.5,,b,1.76625,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,31.9295
M1,M103,ACACBR,1.5,,b,1.76625,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,31.9295
M1,M103,ACACBR,1.6,,b,2.0096,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,36.8034
M1,M103,ACACBR,1.8,,b,2.5434,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,46.5512
M1,M103,ACACBR,1.8,,b,2.5434,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,46.5512
M1,M103,ACACBR,1.2,,b,1.1304,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,17.3078
M1,M103,ACACBR,1.1,,b,0.94985,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,12.4339
M1,M103,ACACBR,1.4,,b,1.5386,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,27.0556
M1,M103,ACACBR,1.6,,b,2.0096,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,36.8034
M1,M103,ACACBR,1.4,,b,1.5386,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,27.0556
M1,M103,ACACBR,1.2,,b,1.1304,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,17.3078
M1,M103,ACACBR,1.5,,b,1.76625,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,31.9295
M1,M103,ACACBR,1,,b,0.785,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,7.56
M1,M103,ACACBR,1.9,,b,2.83385,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,51.4251
M1,M103,ACACBR,1.3,,b,1.32665,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,22.1817
M1,M103,ACACBR,1.9,,b,2.83385,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,51.4251
M1,M103,ACACBR,1.1,,b,0.94985,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,12.4339
M1,M103,ACACBR,2,,b,3.14,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,56.299
M1,M103,ACACBR,1.4,,b,1.5386,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,27.0556
M1,M103,ACACBR,1.8,,b,2.5434,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,46.5512
M1,M103,ACACBR,1.4,,b,1.5386,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,27.0556
M1,M103,ACACBR,1.2,,b,1.1304,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,17.3078
M1,M103,ACACBR,1.5,,b,1.76625,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,31.9295
M1,M103,ACACBR,2.1,,b,3.46185,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,61.1729
M1,M103,ACACBR,1,,b,0.785,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,7.56
M1,M103,ACACBR,1.3,,b,1.32665,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,22.1817
M1,M103,ACACBR,1.8,,b,2.5434,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,46.5512
M1,M103,ACACBR,2,,b,3.14,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,56.299
M1,M103,ACACBR,1.3,,b,1.32665,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,22.1817
M1,M103,ACACBR,1.5,,b,1.76625,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,31.9295
M1,M103,ACACBR,1.6,,b,2.0096,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,36.8034
M1,M103,ACACBR,2,,b,3.14,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,56.299
M1,M103,ACACBR,1.6,,b,2.0096,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,36.8034
M1,M103,ACACBR,1.5,,b,1.76625,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,31.9295
M1,M103,ACACBR,1.6,,b,2.0096,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,36.8034
M1,M103,ACACBR,1.2,,b,1.1304,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,17.3078
M1,M103,ACACBR,1,,b,0.785,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,7.56
M1,M103,ACACBR,1.8,,b,2.5434,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,46.5512
M1,M103,ACACBR,1.5,,b,1.76625,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,31.9295
M1,M103,ACACBR,1.6,,b,2.0096,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,36.8034
M1,M103,ACACBR,1,,b,0.785,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,7.56
M1,M103,ACACBR,1.7,,b,2.26865,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,41.6773
M1,M103,ACACBR,1.8,,b,2.5434,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,46.5512
M1,M103,ACACBR,1,,b,0.785,0.5,2.08,1.58,2.1,2,5,1665,73,40,100,0,3.46,3.65,7.56
M1,M103,ACACBR,2.4,M,M,4.5216,0.7,1.83,1.13,1.2,2,5,1665,73,40,100,0,1.06,0.8,75.7946
M1,M103,ACACBR,2.3,,b,4.15265,0.7,1.83,1.13,1.2,2,5,1665,73,40,100,0,1.06,0.8,70.9207
M1,M103,ACACBR,2,,b,3.14,0.7,1.83,1.13,1.2,2,5,1665,73,40,100,0,1.06,0.8,56.299
M1,M103,ACACBR,1,,b,0.785,0.7,1.83,1.13,1.2,2,5,1665,73,40,100,0,1.06,0.8,7.56
M1,M103,ACACBR,1.1,,b,0.94985,0.7,1.83,1.13,1.2,2,5,1665,73,40,100,0,1.06,0.8,12.4339
M1,M103,ACACBR,1,,b,0.785,0.7,1.83,1.13,1.2,2,5,1665,73,40,100,0,1.06,0.8,7.56
M1,M103,ACACBR,1.3,,b,1.32665,0.7,1.83,1.13,1.2,2,5,1665,73,40,100,0,1.06,0.8,22.1817
M1,M103,ACACBR,1,,b,0.785,0.7,1.83,1.13,1.2,2,5,1665,73,40,100,0,1.06,0.8,7.56
M1,M103,ACACBR,1.3,,b,1.32665,0.7,1.83,1.13,1.2,2,5,1665,73,40,100,0,1.06,0.8,22.1817
M1,M103,ACACBR,1.4,M,M,1.5386,0.6,1.79,1.19,0.7,2,5,1665,73,40,100,0,0.35,0.28,27.0556
M1,M103,ACACBR,1,,b,0.785,0.6,1.79,1.19,0.7,2,5,1665,73,40,100,0,0.35,0.28,7.56
M1,M103,ACACBR,2.8,M,M,6.1544,0.4,1.53,1.13,1,2,5,1665,73,40,100,0,0.79,0.59,95.2902
M1,M103,ACACBR,1.9,,b,2.83385,0.4,1.53,1.13,1,2,5,1665,73,40,100,0,0.79,0.59,51.4251
M1,M103,ACACBR,1.3,,b,1.32665,0.4,1.53,1.13,1,2,5,1665,73,40,100,0,0.79,0.59,22.1817
M1,M103,ACACBR,2.1,,b,3.46185,0.4,1.53,1.13,1,2,5,1665,73,40,100,0,0.79,0.59,61.1729
M1,M103,ACACBR,2,,b,3.14,0.4,1.53,1.13,1,2,5,1665,73,40,100,0,0.79,0.59,56.299
M1,M103,ACACBR,1.7,,b,2.26865,0.4,1.53,1.13,1,2,5,1665,73,40,100,0,0.79,0.59,41.6773
M1,M103,ACACBR,1.1,,b,0.94985,0.4,1.53,1.13,1,2,5,1665,73,40,100,0,0.79,0.59,12.4339
M1,M103,ACACBR,1.5,,b,1.76625,0.4,1.53,1.13,1,2,5,1665,73,40,100,0,0.79,0.59,31.9295
M1,M103,ACACBR,1.9,M,M,2.83385,1,1.95,0.95,1.05,2,5,1665,73,40,100,0,0.86,0.55,51.4251
M1,M103,ACACBR,1.6,,b,2.0096,1,1.95,0.95,1.05,2,5,1665,73,40,100,0,0.86,0.55,36.8034
M1,M103,ACACBR,1,,b,0.785,1,1.95,0.95,1.05,2,5,1665,73,40,100,0,0.86,0.55,7.56
M1,M103,ACACBR,2.1,M,M,3.46185,0.7,1.9,1.2,0.61,2,5,1665,73,40,100,0,0.29,0.23,61.1729
M1,M103,ACACBR,1.7,,b,2.26865,0.7,1.9,1.2,0.61,2,5,1665,73,40,100,0,0.29,0.23,41.6773
M1,M103,ACACBR,1.7,,b,2.26865,0.7,1.9,1.2,0.61,2,5,1665,73,40,100,0,0.29,0.23,41.6773
M1,M103,ACACBR,1,,b,0.785,0.7,1.9,1.2,0.61,2,5,1665,73,40,100,0,0.29,0.23,7.56
M1,M103,ACACBR,1.8,,b,2.5434,0.7,1.9,1.2,0.61,2,5,1665,73,40,100,0,0.29,0.23,46.5512
M1,M103,ACACBR,1.9,,b,2.83385,0.7,1.9,1.2,0.61,2,5,1665,73,40,100,0,0.29,0.23,51.4251
M1,M103,ACACBR,1.6,,b,2.0096,0.7,1.9,1.2,0.61,2,5,1665,73,40,100,0,0.29,0.23,36.8034
M1,M103,ACACBR,1.7,,b,2.26865,0.7,1.9,1.2,0.61,2,5,1665,73,40,100,0,0.29,0.23,41.6773
M1,M103,ACACBR,1.2,,b,1.1304,0.7,1.9,1.2,0.61,2,5,1665,73,40,100,0,0.29,0.23,17.3078
M1,M103,ACACBR,1.1,,b,0.94985,0.7,1.9,1.2,0.61,2,5,1665,73,40,100,0,0.29,0.23,12.4339
M1,M103,ACACBR,1,,b,0.785,0.7,1.9,1.2,0.61,2,5,1665,73,40,100,0,0.29,0.23,7.56
M1,M103,ACACBR,2.5,M,M,4.90625,1.1,1.84,0.74,1.4,2,5,1665,73,40,100,0,1.53,0.76,80.6685
M1,M103,ACACBR,2,,b,3.14,1.1,1.84,0.74,1.4,2,5,1665,73,40,100,0,1.53,0.76,56.299
M1,M103,ACACBR,2,,b,3.14,1.1,1.84,0.74,1.4,2,5,1665,73,40,100,0,1.53,0.76,56.299
M1,M103,ACACBR,1.1,,b,0.94985,1.1,1.84,0.74,1.4,2,5,1665,73,40,100,0,1.53,0.76,12.4339
M1,M103,ACACBR,1,,b,0.785,1.1,1.84,0.74,1.4,2,5,1665,73,40,100,0,1.53,0.76,7.56
M1,M103,ACACBR,1.5,,b,1.76625,1.1,1.84,0.74,1.4,2,5,1665,73,40,100,0,1.53,0.76,31.9295
M1,M103,ACACBR,1.1,,b,0.94985,1.1,1.84,0.74,1.4,2,5,1665,73,40,100,0,1.53,0.76,12.4339
M1,M103,ACACBR,2.2,,b,3.7994,1.1,1.84,0.74,1.4,2,5,1665,73,40,100,0,1.53,0.76,66.0468
M1,M103,ACACBR,1.4,,b,1.5386,1.1,1.84,0.74,1.4,2,5,1665,73,40,100,0,1.53,0.76,27.0556
M1,M103,ACACBR,1.7,,b,2.26865,1.1,1.84,0.74,1.4,2,5,1665,73,40,100,0,1.53,0.76,41.6773
M1,M103,ACACBR,1,,b,0.785,1.1,1.84,0.74,1.4,2,5,1665,73,40,100,0,1.53,0.76,7.56
M1,M103,ACACBR,2,M,M,3.14,1,2.27,1.27,1.5,2,5,1665,73,40,100,0,1.77,1.5,56.299
M1,M103,ACACBR,1.2,,b,1.1304,1,2.27,1.27,1.5,2,5,1665,73,40,100,0,1.77,1.5,17.3078
M1,M103,ACACBR,1.8,,b,2.5434,1,2.27,1.27,1.5,2,5,1665,73,40,100,0,1.77,1.5,46.5512
M1,M103,ACACBR,2,,b,3.14,1,2.27,1.27,1.5,2,5,1665,73,40,100,0,1.77,1.5,56.299
M1,M103,ACACBR,2,,b,3.14,1,2.27,1.27,1.5,2,5,1665,73,40,100,0,1.77,1.5,56.299
M1,M103,ACACBR,1.1,,b,0.94985,1,2.27,1.27,1.5,2,5,1665,73,40,100,0,1.77,1.5,12.4339
M1,M103,ACACBR,1.2,,b,1.1304,1,2.27,1.27,1.5,2,5,1665,73,40,100,0,1.77,1.5,17.3078
M1,M103,ACACBR,1.4,,b,1.5386,1,2.27,1.27,1.5,2,5,1665,73,40,100,0,1.77,1.5,27.0556
M1,M103,ACACBR,1,,b,0.785,1,2.27,1.27,1.5,2,5,1665,73,40,100,0,1.77,1.5,7.56
M1,M103,ACACBR,1.8,,b,2.5434,1,2.27,1.27,1.5,2,5,1665,73,40,100,0,1.77,1.5,46.5512
M1,M103,ACACBR,1.4,,b,1.5386,1,2.27,1.27,1.5,2,5,1665,73,40,100,0,1.77,1.5,27.0556
M1,M103,ACACBR,1.1,,b,0.94985,1,2.27,1.27,1.5,2,5,1665,73,40,100,0,1.77,1.5,12.4339
M1,M103,ACACBR,1.9,,b,2.83385,1,2.27,1.27,1.5,2,5,1665,73,40,100,0,1.77,1.5,51.4251
M1,M103,ACACBR,1.4,,b,1.5386,1,2.27,1.27,1.5,2,5,1665,73,40,100,0,1.77,1.5,27.0556
M1,M103,ACACBR,1,,b,0.785,1,2.27,1.27,1.5,2,5,1665,73,40,100,0,1.77,1.5,7.56
M1,M103,ACACBR,1.2,,b,1.1304,1,2.27,1.27,1.5,2,5,1665,73,40,100,0,1.77,1.5,17.3078
M1,M103,ACACBR,1.9,,b,2.83385,1,2.27,1.27,1.5,2,5,1665,73,40,100,0,1.77,1.5,51.4251
M1,M103,ACACBR,1.4,M,M,1.5386,0.9,1.67,0.77,0.5,2,5,1665,73,40,100,0,0.2,0.1,27.0556
M1,M103,ACACBR,1.2,,b,1.1304,0.9,1.67,0.77,0.5,2,5,1665,73,40,100,0,0.2,0.1,17.3078
M1,M103,ACACBR,1.2,,b,1.1304,0.9,1.67,0.77,0.5,2,5,1665,73,40,100,0,0.2,0.1,17.3078
M1,M103,ACACBR,1.8,M,M,2.5434,0.9,1.67,0.77,0.5,2,5,1665,73,40,100,0,0.2,0.1,46.5512
M1,M103,ACACBR,1.1,,b,0.94985,0.9,1.67,0.77,0.5,2,5,1665,73,40,100,0,0.2,0.1,12.4339
M1,M103,ACACBR,1.3,,b,1.32665,0.9,1.67,0.77,0.5,2,5,1665,73,40,100,0,0.2,0.1,22.1817
M1,M103,ACACBR,1.2,,b,1.1304,0.9,1.67,0.77,0.5,2,5,1665,73,40,100,0,0.2,0.1,17.3078
M1,M103,ACACBR,1,,b,0.785,0.9,1.67,0.77,0.5,2,5,1665,73,40,100,0,0.2,0.1,7.56
M1,M103,ACACBR,2.2,M,M,3.7994,0.7,1.39,0.69,1.1,2,5,1665,73,40,100,0,0.87,0.4,66.0468
M1,M103,ACACBR,1.5,,b,1.76625,0.7,1.39,0.69,1.1,2,5,1665,73,40,100,0,0.87,0.4,31.9295
M1,M103,ACACBR,1.5,,b,1.76625,0.7,1.39,0.69,1.1,2,5,1665,73,40,100,0,0.87,0.4,31.9295
M1,M103,ACACBR,2,,b,3.14,0.7,1.39,0.69,1.1,2,5,1665,73,40,100,0,0.87,0.4,56.299
M1,M103,ACACBR,1.7,,b,2.26865,0.7,1.39,0.69,1.1,2,5,1665,73,40,100,0,0.87,0.4,41.6773
M1,M103,ACACBR,2.3,M,M,4.15265,0.7,1.66,0.96,1,2,5,1665,73,40,100,0,0.78,0.5,70.9207
M1,M103,ACACBR,1.5,,b,1.76625,0.7,1.66,0.96,1,2,5,1665,73,40,100,0,0.78,0.5,31.9295
M1,M103,ACACBR,1.6,M,M,2.0096,0.9,1.56,0.66,1.02,2,5,1665,73,40,100,0,0.81,0.35,36.8034
M1,M103,ACACBR,1.6,,b,2.0096,0.9,1.56,0.66,1.02,2,5,1665,73,40,100,0,0.81,0.35,36.8034
M1,M103,ACACBR,1.2,,b,1.1304,0.9,1.56,0.66,1.02,2,5,1665,73,40,100,0,0.81,0.35,17.3078
M1,M103,ACACBR,1.6,,b,2.0096,0.9,1.56,0.66,1.02,2,5,1665,73,40,100,0,0.81,0.35,36.8034
M1,M103,ACACBR,1.8,M,M,2.5434,0.85,1.56,0.71,0.95,2,5,1665,73,40,100,0,0.66,0.31,46.5512
M1,M103,ACACBR,1.5,,b,1.76625,0.85,1.56,0.71,0.95,2,5,1665,73,40,100,0,0.66,0.31,31.9295
M1,M103,ACACBR,1.6,,b,2.0096,0.85,1.56,0.71,0.95,2,5,1665,73,40,100,0,0.66,0.31,36.8034
M1,M103,ACACBR,1.5,,b,1.76625,0.85,1.56,0.71,0.95,2,5,1665,73,40,100,0,0.66,0.31,31.9295
M1,M103,ACACBR,1.8,M,M,2.5434,0.7,1.3,0.6,1.06,2,5,1665,73,40,100,0,0.87,0.35,46.5512
M1,M103,ACACBR,1.4,,b,1.5386,0.7,1.3,0.6,1.06,2,5,1665,73,40,100,0,0.87,0.35,27.0556
M1,M103,ACACBR,1.5,,b,1.76625,0.7,1.3,0.6,1.06,2,5,1665,73,40,100,0,0.87,0.35,31.9295
M1,M103,ACACBR,1.4,,b,1.5386,0.7,1.3,0.6,1.06,2,5,1665,73,40,100,0,0.87,0.35,27.0556
M1,M103,ACACBR,1.2,,b,1.1304,0.7,1.3,0.6,1.06,2,5,1665,73,40,100,0,0.87,0.35,17.3078
M1,M103,ACACBR,1.5,,b,1.76625,0.7,1.3,0.6,1.06,2,5,1665,73,40,100,0,0.87,0.35,31.9295
M1,M103,ACACBR,1.4,,b,1.5386,0.7,1.3,0.6,1.06,2,5,1665,73,40,100,0,0.87,0.35,27.0556
M1,M103,ACACBR,1.6,M,M,2.0096,0.36,1.38,1.02,0.6,2,5,1665,73,40,100,0,0.23,0.15,36.8034
M1,M103,ACACBR,1.5,,b,1.76625,0.36,1.38,1.02,0.6,2,5,1665,73,40,100,0,0.23,0.15,31.9295
M1,M103,ACACBR,1,,b,0.785,0.36,1.38,1.02,0.6,2,5,1665,73,40,100,0,0.23,0.15,7.56
M1,M103,ACACBR,2,M,M,3.14,0.41,1.31,0.9,0.94,2,5,1665,73,40,100,0,0.69,0.42,56.299
M1,M103,ACACBR,1.7,,b,2.26865,0.41,1.31,0.9,0.94,2,5,1665,73,40,100,0,0.69,0.42,41.6773
M1,M103,ACACBR,1.4,,b,1.5386,0.41,1.31,0.9,0.94,2,5,1665,73,40,100,0,0.69,0.42,27.0556
M1,M103,ACACBR,1.1,,b,0.94985,0.41,1.31,0.9,0.94,2,5,1665,73,40,100,0,0.69,0.42,12.4339
M1,M103,ACACBR,1.4,,b,1.5386,0.41,1.31,0.9,0.94,2,5,1665,73,40,100,0,0.69,0.42,27.0556
M1,M103,ACACBR,1.5,,b,1.76625,0.41,1.31,0.9,0.94,2,5,1665,73,40,100,0,0.69,0.42,31.9295
M1,M103,ACACBR,1.5,,b,1.76625,0.41,1.31,0.9,0.94,2,5,1665,73,40,100,0,0.69,0.42,31.9295
M1,M103,ACACBR,1.8,,b,2.5434,0.41,1.31,0.9,0.94,2,5,1665,73,40,100,0,0.69,0.42,46.5512
M1,M103,ACACBR,1.6,,b,2.0096,0.41,1.31,0.9,0.94,2,5,1665,73,40,100,0,0.69,0.42,36.8034
M1,M103,ACACBR,1,,b,0.785,0.41,1.31,0.9,0.94,2,5,1665,73,40,100,0,0.69,0.42,7.56
M1,M103,ACACBR,2.3,M,M,4.15265,0.92,1.61,0.69,1.8,2,5,1665,73,40,100,0,2.42,1.11,70.9207
M1,M103,ACACBR,2.2,,b,3.7994,0.92,1.61,0.69,1.8,2,5,1665,73,40,100,0,2.42,1.11,66.0468
M1,M103,ACACBR,2.1,,b,3.46185,0.92,1.61,0.69,1.8,2,5,1665,73,40,100,0,2.42,1.11,61.1729
M1,M103,ACACBR,1.2,,b,1.1304,0.92,1.61,0.69,1.8,2,5,1665,73,40,100,0,2.42,1.11,17.3078
M1,M103,ACACBR,1.8,,b,2.5434,0.92,1.61,0.69,1.8,2,5,1665,73,40,100,0,2.42,1.11,46.5512
M1,M103,ACACBR,1.6,,b,2.0096,0.92,1.61,0.69,1.8,2,5,1665,73,40,100,0,2.42,1.11,36.8034
M1,M103,ACACBR,1.8,,b,2.5434,0.92,1.61,0.69,1.8,2,5,1665,73,40,100,0,2.42,1.11,46.5512
M1,M103,ACACBR,1.1,,b,0.94985,0.92,1.61,0.69,1.8,2,5,1665,73,40,100,0,2.42,1.11,12.4339
M1,M103,ACACBR,2,M,M,3.14,0.87,1.83,0.96,0.68,2,5,1665,73,40,100,0,0.34,0.22,56.299
M1,M103,ACACBR,1.8,,b,2.5434,0.87,1.83,0.96,0.68,2,5,1665,73,40,100,0,0.34,0.22,46.5512
M1,M103,ACACBR,4.2,M,M,13.8474,0.92,1.95,1.03,2,2,5,1665,73,40,100,0,2.86,1.96,163.5248
M1,M103,ACACBR,1.2,,b,1.1304,0.92,1.95,1.03,2,2,5,1665,73,40,100,0,2.86,1.96,17.3078
M1,M103,ACACBR,1.8,,b,2.5434,0.92,1.95,1.03,2,2,5,1665,73,40,100,0,2.86,1.96,46.5512
M1,M103,ACACBR,1.9,,b,2.83385,0.92,1.95,1.03,2,2,5,1665,73,40,100,0,2.86,1.96,51.4251
M1,M103,ACACBR,2.9,,b,6.60185,0.92,1.95,1.03,2,2,5,1665,73,40,100,0,2.86,1.96,100.1641
M1,M103,ACACBR,1.4,,b,1.5386,0.92,1.95,1.03,2,2,5,1665,73,40,100,0,2.86,1.96,27.0556
M1,M103,ACACBR,1.1,,b,0.94985,0.92,1.95,1.03,2,2,5,1665,73,40,100,0,2.86,1.96,12.4339
M1,M103,ACACBR,1.9,,b,2.83385,0.92,1.95,1.03,2,2,5,1665,73,40,100,0,2.86,1.96,51.4251
M1,M103,ACACBR,2.1,,b,3.46185,0.92,1.95,1.03,2,2,5,1665,73,40,100,0,2.86,1.96,61.1729
M1,M103,ACACBR,1.2,,b,1.1304,0.92,1.95,1.03,2,2,5,1665,73,40,100,0,2.86,1.96,17.3078
M1,M103,ACACBR,2.2,,b,3.7994,0.92,1.95,1.03,2,2,5,1665,73,40,100,0,2.86,1.96,66.0468
M1,M103,ACACBR,1.7,,b,2.26865,0.92,1.95,1.03,2,2,5,1665,73,40,100,0,2.86,1.96,41.6773
M1,M103,ACACBR,1.3,,b,1.32665,0.92,1.95,1.03,2,2,5,1665,73,40,100,0,2.86,1.96,22.1817
M1,M103,ACACBR,1.8,,b,2.5434,0.92,1.95,1.03,2,2,5,1665,73,40,100,0,2.86,1.96,46.5512
M1,M103,ACACBR,1,,b,0.785,0.92,1.95,1.03,2,2,5,1665,73,40,100,0,2.86,1.96,7.56
M1,M103,ACACBR,2.6,,b,5.3066,0.92,1.95,1.03,2,2,5,1665,73,40,100,0,2.86,1.96,85.5424
