Acacia etbaica biomas (y=53.506x -103.47 ; r2 = 0.68),,,,,,,,,,,,,,
S/Transect,Quadra,SpCode,DKH,code,branches,Basal area (sq cm),Hmin,Hmax,CanDepth,CrwnDiam,slope,CanArea     = ?D1D2/4 ,CanVol ,Biomass
M2,M203,ACACET,5.5,,b,23.74625,1.3,4.53,3.23,2.7,2,5.6,12.05,190.813
M2,M203,ACACET,1.5,,b,1.76625,1.3,4.53,3.23,2.7,2,5.6,12.05,-23.211
M2,M203,ACACET,2.3,M,M,4.15265,1.3,4.53,3.23,2.7,2,5.6,12.05,19.5938
M2,M203,ACACET,2.1,,b,3.46185,1.3,4.53,3.23,2.7,2,5.6,12.05,8.8926
M2,M203,ACACET,1.9,,b,2.83385,1.3,4.53,3.23,2.7,2,5.6,12.05,-1.8086
M2,M203,ACACET,8.4,M,M,55.3896,1.3,4.2,2.9,3.05,2,7.3,14.12,345.9804
M2,M203,ACACET,7.5,,b,44.15625,1.3,4.2,2.9,3.05,2,7.3,14.12,297.825
M2,M203,ACACET,3.8,M,M,11.3354,1.3,4.2,2.9,3.05,2,7.3,14.12,99.8528
M2,M203,ACACET,8.2,M,M,52.7834,1.3,4.2,2.9,3.05,2,7.3,14.12,335.2792
M2,M203,ACACET,7.6,M,M,45.3416,1.15,3.95,2.8,2.1,2,3.27,6.1,303.1756
M2,M203,ACACET,3.2,M,M,8.0384,1.15,3.95,2.8,2.1,2,3.27,6.1,67.7492
M2,M203,ACACET,5,M,M,19.625,1.15,3.95,2.8,2.1,2,3.27,6.1,164.06
M2,M203,ACACET,3.6,M,M,10.1736,1.15,3.95,2.8,2.1,2,3.27,6.1,89.1516
M2,M203,ACACET,5.9,M,M,27.32585,0.5,1.2,0.7,1.7,2,2.24,1.04,212.2154
M2,M203,ACACET,11.6,M,M,105.6296,1.15,3.75,2.6,3.24,2,8.2,14.22,517.1996
M2,M203,ACACET,12.6,M,M,124.6266,1.65,3.7,2.05,3.59,2,10.05,13.74,570.7056
M2,M203,ACACET,6.8,M,M,36.2984,1.65,3.7,2.05,3.59,2,10.05,13.74,260.3708
M2,M203,ACACET,4.9,M,M,18.84785,1.9,3.94,2.04,4.25,2,13.94,18.96,158.7094
M2,M203,ACACET,1.5,,b,1.76625,1.9,3.94,2.04,4.25,2,13.94,18.96,-23.211
M2,M203,ACACET,3,M,M,7.065,1.9,3.94,2.04,4.25,2,13.94,18.96,57.048
M2,M203,ACACET,10.6,M,M,88.2026,1.9,3.94,2.04,4.25,2,13.94,18.96,463.6936
M2,M203,ACACET,8.9,,b,62.17985,1.9,3.94,2.04,4.25,2,13.94,18.96,372.7334
M2,M203,ACACET,2.1,M,M,3.46185,0.8,2.1,1.3,1.55,2,1.88,1.63,8.8926
M2,M203,ACACET,1.2,,b,1.1304,0.8,2.1,1.3,1.55,2,1.88,1.63,-39.2628
M2,M203,ACACET,1.5,M,M,1.76625,0.8,2.1,1.3,1.55,2,1.88,1.63,-23.211
M2,M203,ACACET,8,M,M,50.24,1.3,2.55,1.25,1.95,2,2.75,2.29,324.578
M2,M203,ACACET,7,M,M,38.465,1.4,3.1,1.7,3.46,2,9.31,10.55,271.072
M2,M203,ACACET,5.3,,b,22.05065,1.4,3.1,1.7,3.46,2,9.31,10.55,180.1118
M2,M203,ACACET,5.6,M,M,24.6176,1.4,3.1,1.7,3.46,2,9.31,10.55,196.1636
M2,M203,ACACET,12.4,M,M,120.7016,1.15,3.1,1.95,1.75,2,2.4,3.12,560.0044
M2,M203,ACACET,6.2,M,M,30.1754,2,4.82,2.82,4.55,2,16.23,30.52,228.2672
M2,M203,ACACET,3.6,,b,10.1736,2,4.82,2.82,4.55,2,16.23,30.52,89.1516
M2,M203,ACACET,7,M,M,38.465,2,4.82,2.82,4.55,2,16.23,30.52,271.072
M2,M203,ACACET,7.9,M,M,48.99185,2,4.82,2.82,4.55,2,16.23,30.52,319.2274
M2,M203,ACACET,7.6,,b,45.3416,2,4.82,2.82,4.55,2,16.23,30.52,303.1756
M2,M203,ACACET,5,,b,19.625,2,4.82,2.82,4.55,2,16.23,30.52,164.06
M2,M203,ACACET,4.7,M,M,17.34065,2,4.82,2.82,4.55,2,16.23,30.52,148.0082
M2,M203,ACACET,2.3,M,M,4.15265,2,4.82,2.82,4.55,2,16.23,30.52,19.5938
M2,M203,ACACET,2.4,M,M,4.5216,0.9,1.72,0.82,0.63,2,0.3,0.17,24.9444
M2,M203,ACACET,10,M,M,78.5,1.7,3.7,2,2.63,2,5.35,7.13,431.59
M2,M203,ACACET,16.6,M,M,216.3146,1.75,4.9,3.15,4.81,2,18.14,38.1,784.7296
M2,M203,ACACET,7.9,M,M,48.99185,1.75,4.9,3.15,4.81,2,18.14,38.1,319.2274
M2,M203,ACACET,16.5,M,M,213.71625,0.6,3.3,2.7,3.25,2,8.21,14.78,779.379
M2,M203,ACACET,14.1,,b,156.06585,0.6,3.3,2.7,3.25,2,8.21,14.78,650.9646
M2,M203,ACACET,19.9,M,M,310.86785,2.24,5.51,3.27,4.94,2,19.16,41.76,961.2994
M2,M203,ACACET,17.5,,b,240.40625,2.24,5.51,3.27,4.94,2,19.16,41.76,832.885
M2,M203,ACACET,4.3,M,M,14.51465,1.67,4.05,2.38,2.52,2,4.94,7.84,126.6058
M2,M203,ACACET,4.1,,b,13.19585,1.67,4.05,2.38,2.52,2,4.94,7.84,115.9046
M2,M203,ACACET,5.9,M,M,27.32585,1.67,4.05,2.38,2.52,2,4.94,7.84,212.2154
M2,M203,ACACET,6.3,M,M,31.15665,1.6,4.35,2.75,7.68,2,46.16,84.62,233.6178
M2,M203,ACACET,1.8,,b,2.5434,1.6,4.35,2.75,7.68,2,46.16,84.62,-7.1592
M2,M203,ACACET,3.8,M,M,11.3354,1.6,4.35,2.75,7.68,2,46.16,84.62,99.8528
M2,M203,ACACET,2.6,,b,5.3066,1.6,4.35,2.75,7.68,2,46.16,84.62,35.6456
M2,M203,ACACET,5.9,M,M,27.32585,1.6,4.35,2.75,7.68,2,46.16,84.62,212.2154
M2,M203,ACACET,6.6,M,M,34.1946,1.6,4.35,2.75,7.68,2,46.16,84.62,249.6696
M2,M203,ACACET,4.6,,b,16.6106,1.6,4.35,2.75,7.68,2,46.16,84.62,142.6576
M2,M203,ACACET,9.3,M,M,67.89465,1.6,4.35,2.75,7.68,2,46.16,84.62,394.1358
M2,M203,ACACET,16,M,M,200.96,1.6,4.35,2.75,7.68,2,46.16,84.62,752.626
M2,M203,ACACET,2.4,M,M,4.5216,1.65,5.3,3.65,6.19,2,29.3,71.29,24.9444
M2,M203,ACACET,9.7,M,M,73.86065,1.65,5.3,3.65,6.19,2,29.3,71.29,415.5382
M2,M203,ACACET,11.8,M,M,109.3034,1.65,5.3,3.65,6.19,2,29.3,71.29,527.9008
M2,M203,ACACET,9.5,,b,70.84625,1.65,5.3,3.65,6.19,2,29.3,71.29,404.837
M2,M203,ACACET,8.8,,b,60.7904,1.65,5.3,3.65,6.19,2,29.3,71.29,367.3828
M2,M203,ACACET,10.7,M,M,89.87465,1.65,5.3,3.65,6.19,2,29.3,71.29,469.0442
M2,M203,ACACET,9.1,,b,65.00585,1.65,5.3,3.65,6.19,2,29.3,71.29,383.4346
M2,M203,ACACET,3.7,,b,10.74665,1.65,5.3,3.65,6.19,2,29.3,71.29,94.5022
M2,M203,ACACET,9.4,M,M,69.3626,1.65,5.3,3.65,6.19,2,29.3,71.29,399.4864
M2,M203,ACACET,2.5,,b,4.90625,1.65,5.3,3.65,6.19,2,29.3,71.29,30.295
M2,M203,ACACET,5.6,M,M,24.6176,1.65,5.3,3.65,6.19,2,29.3,71.29,196.1636
M2,M203,ACACET,1.8,,b,2.5434,1.65,5.3,3.65,6.19,2,29.3,71.29,-7.1592
M2,M203,ACACET,2.5,M,M,4.90625,0.7,1.64,0.94,0.83,2,0.52,0.33,30.295
M2,M203,ACACET,1.1,,b,0.94985,0.7,1.64,0.94,0.83,2,0.52,0.33,-44.6134
M2,M203,ACACET,1.9,,b,2.83385,0.7,1.64,0.94,0.83,2,0.52,0.33,-1.8086
M2,M203,ACACET,2,,b,3.14,0.7,1.64,0.94,0.83,2,0.52,0.33,3.542
M2,M203,ACACET,1.5,,b,1.76625,0.7,1.64,0.94,0.83,2,0.52,0.33,-23.211
M2,M203,ACACET,1.1,,b,0.94985,0.7,1.64,0.94,0.83,2,0.52,0.33,-44.6134
M2,M203,ACACET,2,,b,3.14,0.7,1.64,0.94,0.83,2,0.52,0.33,3.542
M2,M203,ACACET,2.4,M,M,4.5216,1.15,4.14,2.99,4.35,2,14.62,29.14,24.9444
M2,M203,ACACET,1.9,,b,2.83385,1.15,4.14,2.99,4.35,2,14.62,29.14,-1.8086
M2,M203,ACACET,2.8,M,M,6.1544,1.15,4.14,2.99,4.35,2,14.62,29.14,46.3468
M2,M203,ACACET,2.3,M,M,4.15265,1.15,4.14,2.99,4.35,2,14.62,29.14,19.5938
M2,M203,ACACET,1.9,,b,2.83385,1.15,4.14,2.99,4.35,2,14.62,29.14,-1.8086
M2,M203,ACACET,14,M,M,153.86,1.15,4.14,2.99,4.35,2,14.62,29.14,645.614
M2,M203,ACACET,2.4,M,M,4.5216,1.15,4.14,2.99,4.35,2,14.62,29.14,24.9444
M2,M203,ACACET,4.6,M,M,16.6106,1.15,4.14,2.99,4.35,2,14.62,29.14,142.6576
M2,M203,ACACET,1,M,M,0.785,1.15,4.14,2.99,4.35,2,14.62,29.14,-49.964
M2,M203,ACACET,5.7,M,M,25.50465,1.15,4.14,2.99,4.35,2,14.62,29.14,201.5142
M2,M203,ACACET,6.2,M,M,30.1754,1.15,3.6,2.45,2.7,2,5.69,9.3,228.2672
M2,M203,ACACET,4.7,M,M,17.34065,1.15,3.6,2.45,2.7,2,5.69,9.3,148.0082
M2,M203,ACACET,8.5,M,M,56.71625,1.1,4.95,3.85,5.43,2,22.8,58.51,351.331
M2,M203,ACACET,21.7,M,M,369.64865,1.1,4.95,3.85,5.43,2,22.8,58.51,1057.6102
M2,M203,ACACET,4.6,M,M,16.6106,1.4,2.44,1.04,1.41,2,1.55,1.08,142.6576
M2,M203,ACACET,1.5,M,M,1.76625,0.5,0.95,0.45,0.13,2,0.01,0,-23.211
M2,M203,ACACET,2.4,M,M,4.5216,1.05,1.59,0.54,0.9,2,0.57,0.2,24.9444
M2,M203,ACACET,8,M,M,50.24,0.3,2,1.7,1.9,2,2.15,2.43,324.578
M2,M203,ACACET,20.7,M,M,336.36465,1.9,4.77,2.87,4.55,2,15.83,30.28,1004.1042
M2,M203,ACACET,14,M,M,153.86,1.9,3.9,2,3.41,2,8.75,11.67,645.614
M2,M204,ACACET,13.5,M,M,143.06625,1.57,4.7,3.13,2.82,2,5.29,11.04,618.861
M2,M204,ACACET,9.9,M,M,76.93785,2.6,3.45,0.85,2.28,2,4.05,2.3,426.2394
M2,M204,ACACET,12.6,M,M,124.6266,0.95,2.65,1.7,2.75,2,5.93,6.73,570.7056
M2,M204,ACACET,9.3,,b,67.89465,0.95,2.65,1.7,2.75,2,5.93,6.73,394.1358
M2,M204,ACACET,6.4,M,M,32.1536,0.7,1.3,0.6,1.48,2,1.6,0.64,238.9684
M2,M204,ACACET,7.4,M,M,42.9866,0.7,4.25,3.55,4.95,2,19.22,45.48,292.4744
M2,M204,ACACET,1,,b,0.785,0.7,4.25,3.55,4.95,2,19.22,45.48,-49.964
M2,M204,ACACET,6.5,M,M,33.16625,0.9,4.25,3.35,4.95,2,19.22,42.92,244.319
M2,M204,ACACET,5,,b,19.625,0.9,4.25,3.35,4.95,2,19.22,42.92,164.06
M2,M204,ACACET,3.1,M,M,7.54385,0.9,4.25,3.35,4.95,2,19.22,42.92,62.3986
M2,M204,ACACET,1.6,,b,2.0096,0.9,4.25,3.35,4.95,2,19.22,42.92,-17.8604
M2,M204,ACACET,3.8,M,M,11.3354,0.9,4.25,3.35,4.95,2,19.22,42.92,99.8528
M2,M204,ACACET,9,M,M,63.585,0.9,4.25,3.35,4.95,2,19.22,42.92,378.084
M2,M204,ACACET,3.1,M,M,7.54385,0.9,4.25,3.35,4.95,2,19.22,42.92,62.3986
M2,M204,ACACET,16,,b,200.96,0.6,2.1,1.5,0.45,2,0.16,0.16,752.626
M2,M204,ACACET,8.1,M,M,51.50385,0.9,4.25,3.35,4.95,2,19.22,42.92,329.9286
M2,M204,ACACET,3.1,,b,7.54385,0.9,4.25,3.35,4.95,2,19.22,42.92,62.3986
M2,M204,ACACET,2.1,M,M,3.46185,0.9,4.25,3.35,4.95,2,19.22,42.92,8.8926
M2,M204,ACACET,2.2,M,M,3.7994,0.9,4.25,3.35,4.95,2,19.22,42.92,14.2432
M2,M204,ACACET,28.3,M,M,628.69865,1.3,6.35,5.05,6.18,2,28.85,97.12,1410.7498
M2,M204,ACACET,4.9,M,M,18.84785,1.1,2.25,1.15,2.3,2,4.08,3.13,158.7094
M2,M204,ACACET,3.7,M,M,10.74665,1.2,3.4,2.2,2.2,2,3.79,5.56,94.5022
M2,M204,ACACET,6.3,M,M,31.15665,1.2,3.4,2.2,2.2,2,3.79,5.56,233.6178
M2,M204,ACACET,1.2,,b,1.1304,1.2,3.4,2.2,2.2,2,3.79,5.56,-39.2628
M2,M204,ACACET,5.9,M,M,27.32585,1.3,3.75,2.45,2.55,2,5.1,8.33,212.2154
M2,M204,ACACET,6,M,M,28.26,1.3,3.75,2.45,2.55,2,5.1,8.33,217.566
M2,M204,ACACET,5,M,M,19.625,1.3,3.75,2.45,2.55,2,5.1,8.33,164.06
M2,M204,ACACET,2.6,M,M,5.3066,1.1,4,2.9,0.89,2,0.57,1.1,35.6456
M2,M204,ACACET,2.1,,b,3.46185,1.1,4,2.9,0.89,2,0.57,1.1,8.8926
M2,M204,ACACET,9.9,M,M,76.93785,1.1,4,2.9,0.89,2,0.57,1.1,426.2394
M2,M204,ACACET,15.8,M,M,195.9674,1.1,4,2.9,0.89,2,0.57,1.1,741.9248
M2,M204,ACACET,5.6,M,M,24.6176,1.1,4,2.9,0.89,2,0.57,1.1,196.1636
M2,M204,ACACET,7.3,M,M,41.83265,1.1,4,2.9,0.89,2,0.57,1.1,287.1238
M2,M204,ACACET,4.9,M,M,18.84785,1.1,4,2.9,0.89,2,0.57,1.1,158.7094
M2,M204,ACACET,4.9,M,M,18.84785,1.1,4,2.9,0.89,2,0.57,1.1,158.7094
M2,M204,ACACET,8.9,M,M,62.17985,1.1,4,2.9,0.89,2,0.57,1.1,372.7334
M2,M204,ACACET,5.8,,b,26.4074,1.1,4,2.9,0.89,2,0.57,1.1,206.8648
M2,M204,ACACET,2,,b,3.14,1.1,4,2.9,0.89,2,0.57,1.1,3.542
M2,M204,ACACET,9,M,M,63.585,1.1,4,2.9,0.89,2,0.57,1.1,378.084
M2,M204,ACACET,4.6,,b,16.6106,1.1,4,2.9,0.89,2,0.57,,142.6576
M2,M204,ACACET,6.3,M,M,31.15665,1.1,4,2.9,0.89,2,0.57,1.1,233.6178
M2,M204,ACACET,6.9,M,M,37.37385,1.1,4,2.9,0.89,2,0.57,1.1,265.7214
M2,M204,ACACET,6,,b,28.26,1.1,4,2.9,0.89,2,0.57,,217.566
M2,M204,ACACET,6.2,M,M,30.1754,1.1,4,2.9,0.89,2,0.57,1.1,228.2672
M2,M204,ACACET,5.7,M,M,25.50465,1.1,4,2.9,0.89,2,0.57,1.1,201.5142
M2,M204,ACACET,5.4,,b,22.8906,1.1,4,2.9,0.89,2,0.57,1.1,185.4624
M2,M204,ACACET,2.2,,b,3.7994,1.1,4,2.9,0.89,2,0.57,1.1,14.2432
M2,M204,ACACET,3.2,,b,8.0384,1.1,4,2.9,0.89,2,0.57,1.1,67.7492
M2,M204,ACACET,1.9,M,M,2.83385,1.1,4,2.9,0.89,2,0.57,1.1,-1.8086
M2,M204,ACACET,8.8,M,M,60.7904,1.1,4,2.9,0.89,2,0.57,1.1,367.3828
M2,M204,ACACET,5.7,M,M,25.50465,1.1,4,2.9,0.89,2,0.57,1.1,201.5142
M2,M204,ACACET,9.5,M,M,70.84625,1.1,4,2.9,0.89,2,0.57,1.1,404.837
M2,M204,ACACET,7.2,,b,40.6944,1.1,4,2.9,0.89,2,0.57,1.1,281.7732
M2,M204,ACACET,7.5,M,M,44.15625,1.1,4,2.9,0.89,2,0.57,1.1,297.825
M2,M204,ACACET,4.2,M,M,13.8474,1.1,4,2.9,0.89,2,0.57,1.1,121.2552
M2,M204,ACACET,7.9,M,M,48.99185,0.6,2.6,2,2.73,2,5.82,7.77,319.2274
M2,M204,ACACET,4.8,,b,18.0864,0.6,2.6,2,2.73,2,5.82,7.77,153.3588
M2,M204,ACACET,1.3,,b,1.32665,0.6,2.6,2,2.73,2,5.82,7.77,-33.9122
M2,M204,ACACET,2.4,M,M,4.5216,0.9,1.6,0.7,1.83,2,2.6,1.21,24.9444
M2,M204,ACACET,2,,b,3.14,0.9,1.6,0.7,1.83,2,2.6,1.21,3.542
M2,M204,ACACET,2.1,,b,3.46185,0.9,1.6,0.7,1.83,2,2.6,1.21,8.8926
M2,M204,ACACET,1.7,,b,2.26865,0.9,1.6,0.7,1.83,2,2.6,1.21,-12.5098
M2,M204,ACACET,4.8,M,M,18.0864,0.9,2.4,1.5,2.18,2,3.7,3.7,153.3588
M2,M204,ACACET,1.5,,b,1.76625,0.9,2.4,1.5,2.18,2,3.7,3.7,-23.211
M2,M204,ACACET,21.8,M,M,373.0634,1,4.25,3.25,5.15,2,20.8,45.07,1062.9608
M2,M204,ACACET,11,,b,94.985,1,4.25,3.25,5.15,2,20.8,45.07,485.096
M2,M204,ACACET,12,M,M,113.04,1.4,3,1.6,4.36,2,14.77,15.75,538.602
M2,M204,ACACET,8,,b,50.24,1.4,3,1.6,4.36,2,14.77,15.75,324.578
M2,M204,ACACET,7.4,,b,42.9866,1.4,3,1.6,4.36,2,14.77,15.75,292.4744
M2,M204,ACACET,11.5,,b,103.81625,1.4,3,1.6,4.36,2,14.77,15.75,511.849
M2,M205,ACACET,14.5,M,M,165.04625,1.1,3.83,2.73,4.36,3,14.82,26.98,672.367
M2,M205,ACACET,11.6,,b,105.6296,1.1,3.83,2.73,4.36,3,14.82,26.98,517.1996
M2,M205,ACACET,8.5,M,M,56.71625,0.8,2,1.2,2.38,3,4.43,3.54,351.331
M2,M205,ACACET,14.2,M,M,158.2874,1.2,4.11,2.91,6.02,3,28.44,55.17,656.3152
M2,M205,ACACET,16.7,M,M,218.92865,0.8,2.91,2.11,4,3,12.51,17.59,790.0802
M2,M205,ACACET,9.1,M,M,65.00585,1.3,3.73,2.43,3.38,3,8.93,14.47,383.4346
M2,M205,ACACET,8,M,M,50.24,1.3,3.73,2.43,3.38,3,8.93,14.47,324.578
M2,M205,ACACET,2,M,M,3.14,1,2.65,1.65,1.15,3,1.02,1.12,3.542
M2,M205,ACACET,1.3,,b,1.32665,1,2.65,1.65,1.15,3,1.02,1.12,-33.9122
M2,M205,ACACET,1.2,,b,1.1304,1,2.65,1.65,1.15,3,1.02,1.12,-39.2628
M2,M205,ACACET,1.3,,b,1.32665,1,2.65,1.65,1.15,3,1.02,1.12,-33.9122
M2,M205,ACACET,1,,b,0.785,1,2.65,1.65,1.15,3,1.02,1.12,-49.964
M2,M205,ACACET,1,,b,0.785,1,2.65,1.65,1.15,3,1.02,1.12,-49.964
M2,M205,ACACET,8.5,M,M,56.71625,1.4,3.71,2.31,3.48,3,9.42,14.51,351.331
M2,M205,ACACET,6.5,,b,33.16625,1.4,3.71,2.31,3.48,3,9.42,14.51,244.319
M2,M205,ACACET,7.3,,b,41.83265,1.4,3.71,2.31,3.48,3,9.42,14.51,287.1238
M2,M205,ACACET,12.8,M,M,128.6144,1.72,3.7,1.98,4.15,3,13.46,17.76,581.4068
M2,M205,ACACET,4.2,M,M,13.8474,0.8,2,1.2,2.55,3,4.87,3.89,121.2552
M2,M205,ACACET,5,M,M,19.625,0.8,2,1.2,2.55,3,4.87,3.89,164.06
M2,M205,ACACET,6.3,M,M,31.15665,0.8,2,1.2,2.55,3,4.87,3.89,233.6178
M2,M205,ACACET,5,M,M,19.625,0.95,2.22,1.27,2.08,3,3.37,2.85,164.06
M2,M205,ACACET,7.3,M,M,41.83265,1,2.62,1.62,2.82,3,6.1,6.59,287.1238
M2,M205,ACACET,6.8,,b,36.2984,1,2.62,1.62,2.82,3,6.1,6.59,260.3708
M2,M205,ACACET,8.1,M,M,51.50385,0.8,2.12,1.32,2.55,3,4.87,4.28,329.9286
M2,M205,ACACET,4.6,,b,16.6106,0.8,2.12,1.32,2.55,3,4.87,4.28,142.6576
M2,M205,ACACET,4.1,,b,13.19585,0.8,2.12,1.32,2.55,3,4.87,4.28,115.9046
M2,M205,ACACET,2.5,,b,4.90625,0.8,2.12,1.32,2.55,3,4.87,4.28,30.295
M2,M205,ACACET,1.9,,b,2.83385,0.8,2.12,1.32,2.55,3,4.87,4.28,-1.8086
M2,M205,ACACET,6.5,M,M,33.16625,0.9,2.26,1.36,2.61,3,5.35,4.85,244.319
M2,M205,ACACET,4,M,M,12.56,1.1,3.22,2.12,4.67,3,16.45,23.26,110.554
M2,M205,ACACET,4.7,M,M,17.34065,1.1,3.22,2.12,4.67,3,16.45,23.26,148.0082
M2,M205,ACACET,7,M,M,38.465,1.1,3.22,2.12,4.67,3,16.45,23.26,271.072
M2,M205,ACACET,8.2,M,M,52.7834,1.1,3.22,2.12,4.67,3,16.45,23.26,335.2792
M2,M205,ACACET,4,,b,12.56,1.1,3.22,2.12,4.67,3,16.45,23.26,110.554
M2,M205,ACACET,6.9,M,M,37.37385,1.1,3.22,2.12,4.67,3,16.45,23.26,265.7214
M2,M205,ACACET,5.6,,b,24.6176,1.1,3.22,2.12,4.67,3,16.45,23.26,196.1636
M2,M205,ACACET,6.4,M,M,32.1536,1.1,3.22,2.12,4.67,3,16.45,23.26,238.9684
M2,M205,ACACET,3.1,,b,7.54385,1.1,3.22,2.12,4.67,3,16.45,23.26,62.3986
M2,M205,ACACET,2.9,M,M,6.60185,0.95,1.91,0.96,2.3,3,4.1,2.62,51.6974
M2,M205,ACACET,6.2,M,M,30.1754,0.95,1.91,0.96,2.3,3,4.1,2.62,228.2672
M2,M205,ACACET,11,M,M,94.985,5.57,7.31,1.74,NA,3,NA,NA,485.096
M2,M205,ACACET,10.2,,b,81.6714,5.57,7.31,1.74,NA,3,NA,NA,442.2912
M2,M205,ACACET,6.5,M,M,33.16625,5.57,7.31,1.74,NA,3,NA,NA,244.319
M2,M205,ACACET,9.8,M,M,75.3914,5.57,7.31,1.74,NA,3,NA,NA,420.8888
M2,M205,ACACET,2.8,,b,6.1544,5.57,7.31,1.74,NA,3,NA,NA,46.3468
M2,M205,ACACET,9.3,,b,67.89465,5.57,7.31,1.74,NA,3,NA,NA,394.1358
M2,M205,ACACET,8.5,,b,56.71625,5.57,7.31,1.74,NA,3,NA,NA,351.331
M2,M205,ACACET,8,,b,50.24,5.57,7.31,1.74,NA,3,NA,NA,324.578
M2,M205,ACACET,3.3,,b,8.54865,5.57,7.31,1.74,NA,3,NA,NA,73.0998
M2,M205,ACACET,2.5,,b,4.90625,5.57,7.31,1.74,NA,3,NA,NA,30.295
M2,M206,ACACET,8.8,M,M,60.7904,1.1,3.5,2.4,3.55,3,9.89,15.82,367.3828
M2,M206,ACACET,7.3,,b,41.83265,1.1,3.5,2.4,3.55,3,9.89,15.82,287.1238
M2,M206,ACACET,13.8,M,M,149.4954,0.95,3.05,2.1,3.75,3,11.04,15.45,634.9128
M2,M207,ACACET,5.8,M,M,26.4074,1,2.97,1.97,2.47,2,4.73,6.21,206.8648
M2,M207,ACACET,9.8,M,M,75.3914,1.4,3.47,2.07,3.64,2,10.37,14.31,420.8888
M2,M207,ACACET,9.4,,b,69.3626,1.4,3.47,2.07,3.64,2,10.37,14.31,399.4864
M2,M207,ACACET,7.1,M,M,39.57185,1.7,2.8,1.1,3.27,2,8.37,6.14,276.4226
M2,M207,ACACET,8.9,M,M,62.17985,1.4,4,2.6,4.59,2,16.47,28.54,372.7334
M2,M207,ACACET,3,,b,7.065,1.4,4,2.6,4.59,2,16.47,28.54,57.048
M2,M207,ACACET,13.8,M,M,149.4954,1.4,4,2.6,4.59,2,16.47,28.54,634.9128
M2,M207,ACACET,8.8,M,M,60.7904,1.4,4,2.6,4.59,2,16.47,28.54,367.3828
M2,M207,ACACET,10.3,M,M,83.28065,1.4,4,2.6,4.59,2,16.47,28.54,447.6418
M2,M207,ACACET,7.9,M,M,48.99185,1.5,4.05,2.55,3.25,2,8.27,14.07,319.2274
M2,M207,ACACET,6.6,M,M,34.1946,1.5,4.05,2.55,3.25,2,8.27,14.07,249.6696
M2,M207,ACACET,6.3,,b,31.15665,1.5,4.05,2.55,3.25,2,8.27,14.07,233.6178
M2,M207,ACACET,3.8,M,M,11.3354,1.5,4.05,2.55,3.25,2,8.27,14.07,99.8528
M2,M207,ACACET,1.4,,b,1.5386,1.5,4.05,2.55,3.25,2,8.27,14.07,-28.5616
M2,M207,ACACET,3.7,M,M,10.74665,1.5,5.5,4,3.91,2,11.92,31.8,94.5022
M2,M207,ACACET,12.6,M,M,124.6266,1.5,5.5,4,3.91,2,11.92,31.8,570.7056
M2,M207,ACACET,3.9,M,M,11.93985,0.95,1.92,0.97,1.54,2,1.84,1.19,105.2034
M2,M207,ACACET,2.3,,b,4.15265,0.95,1.92,0.97,1.54,2,1.84,1.19,19.5938
M2,M207,ACACET,8.9,M,M,62.17985,2.1,4.55,2.45,3.72,2,10.75,17.56,372.7334
M2,M207,ACACET,2.1,M,M,3.46185,2.1,4.55,2.45,3.72,2,10.75,17.56,8.8926
M2,M207,ACACET,1.7,,b,2.26865,2.1,4.55,2.45,3.72,2,10.75,17.56,-12.5098
M2,M207,ACACET,6.4,M,M,32.1536,2.1,4.55,2.45,3.72,2,10.75,17.56,238.9684
M2,M207,ACACET,8.1,M,M,51.50385,2.1,4.55,2.45,3.72,2,10.75,17.56,329.9286
M2,M207,ACACET,4.9,M,M,18.84785,0.7,3.39,2.69,2.35,2,4.29,7.69,158.7094
M2,M207,ACACET,5.4,M,M,22.8906,0.7,3.39,2.69,2.35,2,4.29,7.69,185.4624
M2,M207,ACACET,8.7,M,M,59.41665,1.4,3.52,2.12,4.12,2,13.24,18.72,362.0322
M2,M207,ACACET,11.6,M,M,105.6296,1.4,3.52,2.12,4.12,2,13.24,18.72,517.1996
M2,M207,ACACET,7.2,,b,40.6944,1.4,3.52,2.12,4.12,2,13.24,18.72,281.7732
M2,M207,ACACET,6.3,M,M,31.15665,1.4,2.9,1.5,2.34,2,4.26,4.26,233.6178
M2,M207,ACACET,4.5,M,M,15.89625,1.4,2.7,1.3,1.65,2,1.9,1.65,137.307
M2,M207,ACACET,6,M,M,28.26,1.4,2.7,1.3,1.65,2,1.9,1.65,217.566
M2,M207,ACACET,6,M,M,28.26,1.4,3.35,1.95,4.3,2,14.32,18.61,217.566
M2,M207,ACACET,1.8,,b,2.5434,1.4,3.35,1.95,4.3,2,14.32,18.61,-7.1592
M2,M207,ACACET,13.5,M,M,143.06625,1.4,3.35,1.95,4.3,2,14.32,18.61,618.861
M2,M207,ACACET,17,M,M,226.865,1.2,3.5,2.3,4,2,12.41,19.02,806.132
M2,M207,ACACET,4.5,M,M,15.89625,1.8,4.2,2.4,3.5,2,9.42,15.07,137.307
M2,M207,ACACET,15.2,M,M,181.3664,1.8,4.2,2.4,3.5,2,9.42,15.07,709.8212
M2,M207,ACACET,13.9,M,M,151.66985,0.9,2.9,2,3.69,2,10.65,14.21,640.2634
M2,M207,ACACET,16,M,M,200.96,0.9,4.15,3.25,5.94,2,25.85,56.01,752.626
M2,M207,ACACET,11.8,M,M,109.3034,0.9,4.15,3.25,5.94,2,25.85,56.01,527.9008
