"Acacia mellifera biomass (y=131.76x -265.62, r=0.714)",,,,,,,,,,,,
S/Transect,Quadra,SpCode,DKH,code,branches,Basal area (sq cm),Hmin,Hmax,CanDepth,CanArea     = ?D1D2/4 ,CanVol ,Biomass
L1,L124,ACACME,5.5,,b,23.74625,1.79,4.14,2.35,4.21,6.59,459.06
L1,L124,ACACME,3.6,,b,10.1736,1.79,4.14,2.35,4.21,6.59,208.716
L1,L124,ACACME,7.7,M,M,46.54265,1.06,4.14,3.08,22.5,46.21,748.932
L1,L124,ACACME,7,,b,38.465,1.06,4.14,3.08,22.5,46.21,656.7
L1,L124,ACACME,5.7,,b,25.50465,1.06,4.14,3.08,22.5,46.21,485.412
L1,L124,ACACME,6.4,,b,32.1536,1.06,4.14,3.08,22.5,46.21,577.644
L1,L124,ACACME,4.9,,b,18.84785,1.06,4.14,3.08,22.5,46.21,380.004
L1,L124,ACACME,5.7,,b,25.50465,1.06,4.14,3.08,22.5,46.21,485.412
L1,L124,ACACME,8.3,,b,54.07865,1.06,4.14,3.08,22.5,46.21,827.988
L1,L124,ACACME,5.7,,b,25.50465,1.06,4.14,3.08,22.5,46.21,485.412
L1,L124,ACACME,8.4,M,M,55.3896,1.58,2.22,0.64,7.07,3.02,841.164
L1,L124,ACACME,6.3,,b,31.15665,1.58,2.22,0.64,7.07,3.02,564.468
L1,L124,ACACME,4,,b,12.56,1.58,2.22,0.64,7.07,3.02,261.42
L1,L124,ACACME,5,,b,19.625,1.58,2.22,0.64,7.07,3.02,393.18
L1,L124,ACACME,6.2,M,M,30.1754,1.06,3.1,2.04,8.06,10.97,551.292
L1,L124,ACACME,3.7,,b,10.74665,1.06,3.1,2.04,8.06,10.97,221.892
L1,L124,ACACME,9.7,M,M,73.86065,1.02,2.74,1.72,13.66,15.66,1012.452
L1,L124,ACACME,4.9,,b,18.84785,1.02,2.74,1.72,13.66,15.66,380.004
L1,L124,ACACME,7,,b,38.465,1.02,2.74,1.72,13.66,15.66,656.7
L1,L124,ACACME,3.9,,b,11.93985,1.02,2.74,1.72,13.66,15.66,248.244
L1,L124,ACACME,8,M,M,50.24,1.04,3.51,2.47,22.65,37.3,788.46
L1,L124,ACACME,4.6,,b,16.6106,1.04,3.51,2.47,22.65,37.3,340.476
L1,L124,ACACME,5.7,,b,25.50465,1.04,3.51,2.47,22.65,37.3,485.412
L1,L124,ACACME,4.3,,b,14.51465,1.04,3.51,2.47,22.65,37.3,300.948
L1,L124,ACACME,4.1,,b,13.19585,1.04,3.51,2.47,22.65,37.3,274.596
L1,L124,ACACME,6.6,,b,34.1946,1.04,3.51,2.47,22.65,37.3,603.996
L1,L124,ACACME,5,,b,19.625,1.04,3.51,2.47,22.65,37.3,393.18
L1,L124,ACACME,7.5,M,M,44.15625,1.1,3.23,2.13,21.62,30.7,722.58
L1,L124,ACACME,5.7,,b,25.50465,1.1,3.23,2.13,21.62,30.7,485.412
L1,L124,ACACME,5,,b,19.625,1.1,3.23,2.13,21.62,30.7,393.18
L1,L124,ACACME,4.4,,b,15.1976,1.1,3.23,2.13,21.62,30.7,314.124
L1,L124,ACACME,4.5,,b,15.89625,1.1,3.23,2.13,21.62,30.7,327.3
L1,L124,ACACME,4.1,,b,13.19585,1.1,3.23,2.13,21.62,30.7,274.596
L1,L124,ACACME,4.5,,b,15.89625,1.1,3.23,2.13,21.62,30.7,327.3
L1,L124,ACACME,4.5,,b,15.89625,1.1,3.23,2.13,21.62,30.7,327.3
L1,L124,ACACME,4.7,,b,17.34065,1.1,3.23,2.13,21.62,30.7,353.652
L1,L124,ACACME,7.7,M,M,46.54265,1.04,3.74,2.7,9.36,16.84,748.932
L1,L124,ACACME,6,,b,28.26,1.04,3.74,2.7,9.36,16.84,524.94
L1,L124,ACACME,4.7,,b,17.34065,1.04,3.74,2.7,9.36,16.84,353.652
L1,L124,ACACME,5.5,,b,23.74625,1.04,3.74,2.7,9.36,16.84,459.06
L1,L124,ACACME,6.1,,b,29.20985,1.04,3.74,2.7,9.36,16.84,538.116
L1,L124,ACACME,6.6,M,M,34.1946,1,3.08,2.08,16.94,23.49,603.996
L1,L124,ACACME,4.6,,b,16.6106,1,3.08,2.08,16.94,23.49,340.476
L1,L124,ACACME,6.4,,b,32.1536,1,3.08,2.08,16.94,23.49,577.644
L1,L124,ACACME,4.3,,b,14.51465,1,3.08,2.08,16.94,23.49,300.948
L1,L124,ACACME,4.1,,b,13.19585,1,3.08,2.08,16.94,23.49,274.596
L1,L124,ACACME,6,M,M,28.26,1.05,3.26,2.21,17.07,25.15,524.94
L1,L124,ACACME,6.3,,b,31.15665,1.05,3.26,2.21,17.07,25.15,564.468
L1,L124,ACACME,4.4,,b,15.1976,1.05,3.26,2.21,17.07,25.15,314.124
L1,L124,ACACME,3.9,,b,11.93985,1.05,3.26,2.21,17.07,25.15,248.244
L1,L124,ACACME,4.9,,b,18.84785,1.05,3.26,2.21,17.07,25.15,380.004
L1,L124,ACACME,5,,b,19.625,1.05,3.26,2.21,17.07,25.15,393.18
L1,L124,ACACME,5.3,M,M,22.05065,1,2.95,1.95,5.01,6.51,432.708
L1,L124,ACACME,4.4,,b,15.1976,1,2.95,1.95,5.01,6.51,314.124
L1,L124,ACACME,3.4,M,M,9.0746,1,1.77,0.77,3.49,1.79,182.364
L1,L124,ACACME,3.4,,b,9.0746,1,1.77,0.77,3.49,1.79,182.364
L1,L124,ACACME,6,M,M,28.26,1.83,2.71,0.88,4.38,2.57,524.94
L1,L124,ACACME,4.1,M,M,13.19585,1.03,2.44,1.41,7.16,6.73,274.596
L1,L124,ACACME,6.1,,b,29.20985,1.03,2.44,1.41,7.16,6.73,538.116
L1,L124,ACACME,4.3,,b,14.51465,1.03,2.44,1.41,7.16,6.73,300.948
L1,L124,ACACME,4.5,,b,15.89625,1.03,2.44,1.41,7.16,6.73,327.3
L1,L124,ACACME,3.6,,b,10.1736,1.03,2.44,1.41,7.16,6.73,208.716
L1,L125,ACACME,10.7,M,M,89.87465,1.02,3.01,1.99,17.41,23.09,1144.212
L1,L125,ACACME,4,,b,12.56,1.02,3.01,1.99,17.41,23.09,261.42
L1,L125,ACACME,6.4,,b,32.1536,1.02,3.01,1.99,17.41,23.09,577.644
L1,L125,ACACME,7.9,,b,48.99185,1.02,3.01,1.99,17.41,23.09,775.284
L1,L125,ACACME,10.5,M,M,86.54625,1.03,4.33,3.3,20.99,46.18,1117.86
L1,L125,ACACME,8.3,,b,54.07865,1.03,4.33,3.3,20.99,46.18,827.988
L1,L125,ACACME,9.1,,b,65.00585,1.03,4.33,3.3,20.99,46.18,933.396
L1,L125,ACACME,6.9,,b,37.37385,1.03,4.33,3.3,20.99,46.18,643.524
L1,L125,ACACME,9.2,M,M,66.4424,1.06,3.02,1.96,2.73,3.57,946.572
L1,L125,ACACME,7.2,,b,40.6944,1.06,3.02,1.96,2.73,3.57,683.052
L1,L125,ACACME,6.7,,b,35.23865,1.06,3.02,1.96,2.73,3.57,617.172
L1,L125,ACACME,11.4,M,M,102.0186,1.01,2.2,1.19,1.86,1.48,1236.444
L1,L126,ACACME,18.5,M,M,268.66625,0.8,2.32,1.52,7.6,7.69,2171.94
L1,L126,ACACME,10.6,,b,88.2026,0.8,2.32,1.52,7.6,7.69,1131.036
L1,L126,ACACME,8.5,,b,56.71625,0.8,2.32,1.52,7.6,7.69,854.34
L1,L126,ACACME,9.1,,b,65.00585,0.8,2.32,1.52,7.6,7.69,933.396
L1,L126,ACACME,7.6,,b,45.3416,0.8,2.32,1.52,7.6,7.69,735.756
L1,L126,ACACME,5.5,,b,23.74625,0.8,2.32,1.52,7.6,7.69,459.06
L1,L128,ACACME,13.8,M,M,149.4954,0.9,3.72,2.82,21.8,40.98,1552.668
L1,L128,ACACME,10.2,,b,81.6714,0.9,3.72,2.82,21.8,40.98,1078.332
L1,L128,ACACME,5.7,,b,25.50465,0.9,3.72,2.82,21.8,40.98,485.412
L1,L128,ACACME,5.3,,b,22.05065,0.9,3.72,2.82,21.8,40.98,432.708
L1,L128,ACACME,6.6,,b,34.1946,0.9,3.72,2.82,21.8,40.98,603.996
L1,L128,ACACME,7.7,,b,46.54265,0.9,3.72,2.82,21.8,40.98,748.932
L1,L128,ACACME,8.5,,b,56.71625,0.9,3.72,2.82,21.8,40.98,854.34
L1,L128,ACACME,12.1,M,M,114.93185,1.22,4.82,3.6,27.71,66.44,1328.676
L1,L128,ACACME,11,,b,94.985,1.22,4.82,3.6,27.71,66.44,1183.74
L1,L128,ACACME,10.8,,b,91.5624,1.22,4.82,3.6,27.71,66.44,1157.388
L1,L128,ACACME,7.9,,b,48.99185,1.22,4.82,3.6,27.71,66.44,775.284
L1,L128,ACACME,8.4,,b,55.3896,1.22,4.82,3.6,27.71,66.44,841.164
L1,L128,ACACME,8.7,,b,59.41665,1.22,4.82,3.6,27.71,66.44,880.692
L1,L128,ACACME,8.5,,b,56.71625,1.22,4.82,3.6,27.71,66.44,854.34
L1,L128,ACACME,12.7,M,M,126.61265,1.2,2.96,1.76,12.22,14.32,1407.732
L1,L128,ACACME,8.5,,b,56.71625,1.2,2.96,1.76,12.22,14.32,854.34
L1,L128,ACACME,8.3,,b,54.07865,1.2,2.96,1.76,12.22,14.32,827.988
L1,L128,ACACME,7.7,,b,46.54265,1.2,2.96,1.76,12.22,14.32,748.932
L1,L128,ACACME,7.6,M,M,45.3416,1.1,2.71,1.61,13.75,14.79,735.756
L1,L128,ACACME,6.1,,b,29.20985,1.1,2.71,1.61,13.75,14.79,538.116
L1,L128,ACACME,5.7,,b,25.50465,1.1,2.71,1.61,13.75,14.79,485.412
L1,L128,ACACME,6.4,,b,32.1536,1.1,2.71,1.61,13.75,14.79,577.644
L1,L128,ACACME,5.7,,b,25.50465,1.1,2.71,1.61,13.75,14.79,485.412
L1,L128,ACACME,5.1,,b,20.41785,1.1,2.71,1.61,13.75,14.79,406.356
L1,L128,ACACME,6.6,,b,34.1946,1.1,2.71,1.61,13.75,14.79,603.996
L1,L128,ACACME,10.6,M,M,88.2026,4.37,5,0.63,32.17,13.6,1131.036
L1,L128,ACACME,8.3,,b,54.07865,4.37,5,0.63,32.17,13.6,827.988
L1,L128,ACACME,6.1,,b,29.20985,4.37,5,0.63,32.17,13.6,538.116
L1,L128,ACACME,6.5,,b,33.16625,4.37,5,0.63,32.17,13.6,590.82
L1,L129,ACACME,16.6,M,M,216.3146,1.21,5.27,4.06,48.54,131.52,1921.596
L1,L129,ACACME,8.9,,b,62.17985,1.21,5.27,4.06,48.54,131.52,907.044
L1,L129,ACACME,8.3,,b,54.07865,1.21,5.27,4.06,48.54,131.52,827.988
L1,L129,ACACME,8.8,,b,60.7904,1.21,5.27,4.06,48.54,131.52,893.868
L1,L129,ACACME,8.2,,b,52.7834,1.21,5.27,4.06,48.54,131.52,814.812
L1,L129,ACACME,10.8,,b,91.5624,1.21,5.27,4.06,48.54,131.52,1157.388
L1,L129,ACACME,8.1,,b,51.50385,1.21,5.27,4.06,48.54,131.52,801.636
L1,L129,ACACME,15.6,M,M,191.0376,1.2,2.78,1.58,12.22,12.85,1789.836
L1,L129,ACACME,13.1,,b,134.71385,1.2,2.78,1.58,12.22,12.85,1460.436
L1,L129,ACACME,13,,b,132.665,1.2,2.78,1.58,12.22,12.85,1447.26
L1,L129,ACACME,14.3,M,M,160.52465,1.22,4.3,3.08,38.94,80.01,1618.548
L1,L129,ACACME,11.5,,b,103.81625,1.22,4.3,3.08,38.94,80.01,1249.62
L1,L129,ACACME,8.3,,b,54.07865,1.22,4.3,3.08,38.94,80.01,827.988
L1,L129,ACACME,5.8,,b,26.4074,1.22,4.3,3.08,38.94,80.01,498.588
L1,L129,ACACME,8.9,,b,62.17985,1.22,4.3,3.08,38.94,80.01,907.044
L1,L129,ACACME,11.1,,b,96.71985,1.22,4.3,3.08,38.94,80.01,1196.916
L1,L131,ACACME,4.6,M,M,16.6106,1.12,3.02,1.9,13.03,16.49,340.476
L1,L131,ACACME,3.5,,b,9.61625,1.12,3.02,1.9,13.03,16.49,195.54
L1,L131,ACACME,3.5,,b,9.61625,1.12,3.02,1.9,13.03,16.49,195.54
L1,L131,ACACME,3.9,M,M,11.93985,1.02,3.14,2.12,12.06,17.05,248.244
L1,L131,ACACME,3.6,,b,10.1736,1.02,3.14,2.12,12.06,17.05,208.716
L1,L131,ACACME,3.1,,b,7.54385,1.02,3.14,2.12,12.06,17.05,142.836
L1,L131,ACACME,2.9,,b,6.60185,1.02,3.14,2.12,12.06,17.05,116.484
L1,L133,ACACME,20,M,M,314,1.22,3.11,1.89,20.22,25.48,2369.58
L1,L133,ACACME,11.7,,b,107.45865,1.22,3.11,1.89,20.22,25.48,1275.972
L1,L133,ACACME,10.1,,b,80.07785,1.22,3.11,1.89,20.22,25.48,1065.156
L1,L133,ACACME,7.7,,b,46.54265,1.22,3.11,1.89,20.22,25.48,748.932
L1,L133,ACACME,10.1,,b,80.07785,1.22,3.11,1.89,20.22,25.48,1065.156
L1,L133,ACACME,7.9,,b,48.99185,1.22,3.11,1.89,20.22,25.48,775.284
L1,L134,ACACME,17.7,M,M,245.93265,1.2,4.82,3.62,41.53,100.13,2066.532
L1,L134,ACACME,9,,b,63.585,1.2,4.82,3.62,41.53,100.13,920.22
L1,L134,ACACME,14.5,,b,165.04625,1.2,4.82,3.62,41.53,100.13,1644.9
L1,L134,ACACME,11.7,,b,107.45865,1.2,4.82,3.62,41.53,100.13,1275.972
L1,L134,ACACME,10.7,,b,89.87465,1.2,4.82,3.62,41.53,100.13,1144.212
L1,L134,ACACME,7.4,M,M,42.9866,0.8,3.38,2.58,5.8,9.99,709.404
L1,L134,ACACME,5.5,,b,23.74625,0.8,3.38,2.58,5.8,9.99,459.06
L1,L134,ACACME,4.9,,b,18.84785,0.8,3.38,2.58,5.8,9.99,380.004
L1,L134,ACACME,2.3,,b,4.15265,0.8,3.38,2.58,5.8,9.99,37.428
L1,L134,ACACME,2.5,,b,4.90625,0.8,3.38,2.58,5.8,9.99,63.78
L1,L134,ACACME,15.5,M,M,188.59625,0.9,3.84,2.94,34.34,67.33,1776.66
L1,L134,ACACME,5.6,,b,24.6176,0.9,3.84,2.94,34.34,67.33,472.236
L1,L134,ACACME,7.3,,b,41.83265,0.9,3.84,2.94,34.34,67.33,696.228
L1,L134,ACACME,5.5,,b,23.74625,0.9,3.84,2.94,34.34,67.33,459.06
L1,L134,ACACME,8.3,,b,54.07865,0.9,3.84,2.94,34.34,67.33,827.988
L1,L134,ACACME,6.8,,b,36.2984,0.9,3.84,2.94,34.34,67.33,630.348
L1,L135,ACACME,5,M,M,19.625,0.66,1.83,1.17,3.53,2.75,393.18
L1,L135,ACACME,5,,b,19.625,0.66,1.83,1.17,3.53,2.75,393.18
L1,L135,ACACME,2.1,,b,3.46185,0.66,1.83,1.17,3.53,2.75,11.076
L1,L135,ACACME,8.4,M,M,55.3896,0.22,2.82,2.6,9.04,15.67,841.164
L1,L135,ACACME,1.3,,b,1.32665,0.22,2.82,2.6,9.04,15.67,-94.332
L1,L135,ACACME,7.6,,b,45.3416,0.22,2.82,2.6,9.04,15.67,735.756
L1,L135,ACACME,7.1,,b,39.57185,0.22,2.82,2.6,9.04,15.67,669.876
L1,L135,ACACME,8.1,,b,51.50385,0.22,2.82,2.6,9.04,15.67,801.636
L1,L135,ACACME,1.1,M,M,0.94985,0.1,0.7,0.6,3.69,1.48,-120.684
L1,L135,ACACME,2.1,M,M,3.46185,0.2,0.8,0.6,1.28,0.51,11.076
L1,L135,ACACME,1.5,,b,1.76625,0.2,0.8,0.6,1.28,0.51,-67.98
L1,L135,ACACME,1.7,,b,2.26865,0.2,0.8,0.6,1.28,0.51,-41.628
L1,L135,ACACME,1.7,,b,2.26865,0.2,0.8,0.6,1.28,0.51,-41.628
L1,L135,ACACME,7.4,M,M,42.9866,0.8,3.63,2.83,10.13,19.11,709.404
L1,L135,ACACME,6.9,,b,37.37385,0.8,3.63,2.83,10.13,19.11,643.524
L1,L135,ACACME,5.2,,b,21.2264,0.8,3.63,2.83,10.13,19.11,419.532
L1,L135,ACACME,5.3,M,M,22.05065,0.22,1.82,1.6,5.6,5.98,432.708
L1,L135,ACACME,4.7,,b,17.34065,0.22,1.82,1.6,5.6,5.98,353.652
L1,L135,ACACME,3.2,,b,8.0384,0.22,1.82,1.6,5.6,5.98,156.012
L1,L135,ACACME,13,M,M,132.665,0.5,3.5,3,6.59,13.19,1447.26
L1,L135,ACACME,11,,b,94.985,0.5,3.5,3,6.59,13.19,1183.74
L1,L135,ACACME,12.4,,b,120.7016,0.5,3.5,3,6.59,13.19,1368.204
L1,L135,ACACME,10.9,,b,93.26585,0.5,3.5,3,6.59,13.19,1170.564
L1,L135,ACACME,6.3,,b,31.15665,0.5,3.5,3,6.59,13.19,564.468
L1,L136,ACACME,6.4,M,M,32.1536,0.7,3.3,2.6,14.51,25.16,577.644
L1,L136,ACACME,6.3,,b,31.15665,0.7,3.3,2.6,14.51,25.16,564.468
L1,L136,ACACME,6.2,,b,30.1754,0.7,3.3,2.6,14.51,25.16,551.292
L1,L136,ACACME,5.6,,b,24.6176,0.7,3.3,2.6,14.51,25.16,472.236
L1,L136,ACACME,5.2,,b,21.2264,0.7,3.3,2.6,14.51,25.16,419.532
L1,L136,ACACME,4.4,,b,15.1976,0.7,3.3,2.6,14.51,25.16,314.124
L1,L136,ACACME,2.8,,b,6.1544,0.7,3.3,2.6,14.51,25.16,103.308
L1,L136,ACACME,4.9,,b,18.84785,0.7,3.3,2.6,14.51,25.16,380.004
L1,L136,ACACME,11.1,M,M,96.71985,1.1,3.9,2.8,24.18,45.14,1196.916
L1,L136,ACACME,7.2,,b,40.6944,1.1,3.9,2.8,24.18,45.14,683.052
L1,L136,ACACME,7.4,,b,42.9866,1.1,3.9,2.8,24.18,45.14,709.404
L1,L136,ACACME,8.3,,b,54.07865,1.1,3.9,2.8,24.18,45.14,827.988
L1,L136,ACACME,7.6,,b,45.3416,1.1,3.9,2.8,24.18,45.14,735.756
L1,L136,ACACME,7.7,,b,46.54265,1.1,3.9,2.8,24.18,45.14,748.932
L1,L136,ACACME,9.2,M,M,66.4424,1,4.24,3.24,39.48,85.27,946.572
L1,L136,ACACME,6.7,,b,35.23865,1,4.24,3.24,39.48,85.27,617.172
L1,L136,ACACME,4.1,,b,13.19585,1,4.24,3.24,39.48,85.27,274.596
L1,L136,ACACME,7.3,,b,41.83265,1,4.24,3.24,39.48,85.27,696.228
L1,L136,ACACME,3.6,,b,10.1736,1,4.24,3.24,39.48,85.27,208.716
L1,L136,ACACME,8.7,,b,59.41665,1,4.24,3.24,39.48,85.27,880.692
L1,L136,ACACME,4,,b,12.56,1,4.24,3.24,39.48,85.27,261.42
L1,L136,ACACME,6.4,,b,32.1536,1,4.24,3.24,39.48,85.27,577.644
L1,L136,ACACME,7.6,,b,45.3416,1,4.24,3.24,39.48,85.27,735.756
L1,L136,ACACME,6.9,,b,37.37385,1,4.24,3.24,39.48,85.27,643.524
L1,L136,ACACME,6.5,,b,33.16625,1,4.24,3.24,39.48,85.27,590.82
L1,L136,ACACME,5.8,,b,26.4074,1,4.24,3.24,39.48,85.27,498.588
L1,L136,ACACME,6.4,M,M,32.1536,0.9,3.8,2.9,10.49,20.28,577.644
L1,L136,ACACME,5.6,,b,24.6176,0.9,3.8,2.9,10.49,20.28,472.236
L1,L136,ACACME,4,,b,12.56,0.9,3.8,2.9,10.49,20.28,261.42
L1,L136,ACACME,3.2,,b,8.0384,0.9,3.8,2.9,10.49,20.28,156.012
L1,L136,ACACME,6,,b,28.26,0.9,3.8,2.9,10.49,20.28,524.94
L1,L136,ACACME,3.8,,b,11.3354,0.9,3.8,2.9,10.49,20.28,235.068
L1,L136,ACACME,3.3,,b,8.54865,0.9,3.8,2.9,10.49,20.28,169.188
L1,L136,ACACME,6.4,M,M,32.1536,1,3.1,2.1,9.01,12.62,577.644
L1,L136,ACACME,4.5,,b,15.89625,1,3.1,2.1,9.01,12.62,327.3
L1,L136,ACACME,6.3,,b,31.15665,1,3.1,2.1,9.01,12.62,564.468
L1,L136,ACACME,6.3,,b,31.15665,1,3.1,2.1,9.01,12.62,564.468
L1,L137,ACACME,12.3,M,M,118.76265,1,4.71,3.71,24.44,60.45,1355.028
L1,L137,ACACME,7.2,,b,40.6944,1,4.71,3.71,24.44,60.45,683.052
L1,L137,ACACME,8.1,,b,51.50385,1,4.71,3.71,24.44,60.45,801.636
L1,L137,ACACME,6.8,,b,36.2984,1,4.71,3.71,24.44,60.45,630.348
L1,L137,ACACME,5.5,M,M,23.74625,0.5,2.43,1.93,9.88,12.71,459.06
L1,L137,ACACME,4.3,,b,14.51465,0.5,2.43,1.93,9.88,12.71,300.948
L1,L137,ACACME,3.1,,b,7.54385,0.5,2.43,1.93,9.88,12.71,142.836
L1,L137,ACACME,2,,b,3.14,0.5,2.43,1.93,9.88,12.71,-2.1
L1,L137,ACACME,1.5,,b,1.76625,0.5,2.43,1.93,9.88,12.71,-67.98
L1,L137,ACACME,13.6,M,M,145.1936,1,4.51,3.51,24.12,56.44,1526.316
L1,L137,ACACME,8.5,,b,56.71625,1,4.51,3.51,24.12,56.44,854.34
L1,L137,ACACME,8.8,,b,60.7904,1,4.51,3.51,24.12,56.44,893.868
L1,L137,ACACME,8.1,,b,51.50385,1,4.51,3.51,24.12,56.44,801.636
L1,L137,ACACME,10.3,,b,83.28065,1,4.51,3.51,24.12,56.44,1091.508
L1,L137,ACACME,6.8,M,M,36.2984,5.2,7.7,2.5,20.67,34.45,630.348
L1,L137,ACACME,6.3,,b,31.15665,5.2,7.7,2.5,20.67,34.45,564.468
L1,L137,ACACME,6.7,,b,35.23865,5.2,7.7,2.5,20.67,34.45,617.172
L1,L137,ACACME,3.7,,b,10.74665,5.2,7.7,2.5,20.67,34.45,221.892
L1,L137,ACACME,5.9,,b,27.32585,5.2,7.7,2.5,20.67,34.45,511.764
L1,L137,ACACME,3.1,,b,7.54385,5.2,7.7,2.5,20.67,34.45,142.836
L1,L137,ACACME,5.3,,b,22.05065,5.2,7.7,2.5,20.67,34.45,432.708
L1,L137,ACACME,3.9,,b,11.93985,5.2,7.7,2.5,20.67,34.45,248.244
L1,L137,ACACME,4.2,,b,13.8474,5.2,7.7,2.5,20.67,34.45,287.772
L1,L137,ACACME,11.5,M,M,103.81625,0.2,3.66,3.46,20.61,47.53,1249.62
L1,L137,ACACME,8.9,,b,62.17985,0.2,3.66,3.46,20.61,47.53,907.044
L1,L137,ACACME,9.9,,b,76.93785,0.2,3.66,3.46,20.61,47.53,1038.804
L1,L137,ACACME,8.5,,b,56.71625,0.2,3.66,3.46,20.61,47.53,854.34
L1,L137,ACACME,4.9,M,M,18.84785,1.1,2.94,1.84,7.73,9.48,380.004
L1,L137,ACACME,4.4,,b,15.1976,1.1,2.94,1.84,7.73,9.48,314.124
L1,L137,ACACME,3.5,,b,9.61625,1.1,2.94,1.84,7.73,9.48,195.54
L1,L137,ACACME,2.5,,b,4.90625,1.1,2.94,1.84,7.73,9.48,63.78
L1,L137,ACACME,4,,b,12.56,1.1,2.94,1.84,7.73,9.48,261.42
L1,L137,ACACME,4.5,,b,15.89625,1.1,2.94,1.84,7.73,9.48,327.3
L1,L137,ACACME,8.2,M,M,52.7834,0.04,3.93,3.89,21.58,55.96,814.812
L1,L137,ACACME,6.4,,b,32.1536,0.04,3.93,3.89,21.58,55.96,577.644
L1,L137,ACACME,6.5,,b,33.16625,0.04,3.93,3.89,21.58,55.96,590.82
L1,L137,ACACME,2,,b,3.14,0.04,3.93,3.89,21.58,55.96,-2.1
L1,L137,ACACME,6.3,,b,31.15665,0.04,3.93,3.89,21.58,55.96,564.468
L1,L137,ACACME,4.1,,b,13.19585,0.04,3.93,3.89,21.58,55.96,274.596
L1,L137,ACACME,7.4,,b,42.9866,0.04,3.93,3.89,21.58,55.96,709.404
L1,L137,ACACME,5.5,,b,23.74625,0.04,3.93,3.89,21.58,55.96,459.06
L1,L137,ACACME,6.8,,b,36.2984,0.04,3.93,3.89,21.58,55.96,630.348
L1,L137,ACACME,11.2,M,M,98.4704,1.1,3.69,2.59,20.02,34.56,1210.092
L1,L137,ACACME,8,,b,50.24,1.1,3.69,2.59,20.02,34.56,788.46
L1,L137,ACACME,8.2,,b,52.7834,1.1,3.69,2.59,20.02,34.56,814.812
L1,L137,ACACME,9.7,M,M,73.86065,0.7,3.2,2.5,14.84,24.73,1012.452
L1,L137,ACACME,4.1,,b,13.19585,0.7,3.2,2.5,14.84,24.73,274.596
L1,L137,ACACME,7.5,M,M,44.15625,0.93,3.38,2.45,21.27,34.73,722.58
L1,L137,ACACME,6.9,,b,37.37385,0.93,3.38,2.45,21.27,34.73,643.524
L1,L137,ACACME,8,,b,50.24,0.93,3.38,2.45,21.27,34.73,788.46
L1,L137,ACACME,4.2,,b,13.8474,0.93,3.38,2.45,21.27,34.73,287.772
L1,L137,ACACME,6,,b,28.26,0.93,3.38,2.45,21.27,34.73,524.94
L1,L137,ACACME,5.5,M,M,23.74625,1,2.78,1.78,7.32,8.69,459.06
L1,L137,ACACME,4.9,,b,18.84785,1,2.78,1.78,7.32,8.69,380.004
L1,L137,ACACME,6.7,M,M,35.23865,0.6,3.28,2.68,15.82,28.26,617.172
L1,L137,ACACME,5.9,,b,27.32585,0.6,3.28,2.68,15.82,28.26,511.764
L1,L137,ACACME,4,,b,12.56,0.6,3.28,2.68,15.82,28.26,261.42
L1,L137,ACACME,5.4,,b,22.8906,0.6,3.28,2.68,15.82,28.26,445.884
L1,L137,ACACME,3.4,,b,9.0746,0.6,3.28,2.68,15.82,28.26,182.364
L1,L137,ACACME,3.1,,b,7.54385,0.6,3.28,2.68,15.82,28.26,142.836
L1,L137,ACACME,2.6,,b,5.3066,0.6,3.28,2.68,15.82,28.26,76.956
L1,L137,ACACME,5.6,,b,24.6176,0.6,3.28,2.68,15.82,28.26,472.236
L1,L137,ACACME,4.7,,b,17.34065,0.6,3.28,2.68,15.82,28.26,353.652
L1,L137,ACACME,6.3,,b,31.15665,0.6,3.28,2.68,15.82,28.26,564.468
L1,L137,ACACME,3.1,,b,7.54385,0.6,3.28,2.68,15.82,28.26,142.836
L1,L137,ACACME,9.5,M,M,70.84625,0.4,3.55,3.15,8.42,17.69,986.1
L1,L137,ACACME,2.2,,b,3.7994,0.4,3.55,3.15,8.42,17.69,24.252
L1,L137,ACACME,5.5,,b,23.74625,0.4,3.55,3.15,8.42,17.69,459.06
L1,L138,ACACME,9.1,M,M,65.00585,1,3.54,2.54,19.94,33.76,933.396
L1,L138,ACACME,7,,b,38.465,1,3.54,2.54,19.94,33.76,656.7
L1,L138,ACACME,6.5,,b,33.16625,1,3.54,2.54,19.94,33.76,590.82
L1,L138,ACACME,3.2,,b,8.0384,1,3.54,2.54,19.94,33.76,156.012
L1,L138,ACACME,7.2,,b,40.6944,1,3.54,2.54,19.94,33.76,683.052
L1,L138,ACACME,1.8,,b,2.5434,1,3.54,2.54,19.94,33.76,-28.452
L1,L138,ACACME,3,,b,7.065,1,3.54,2.54,19.94,33.76,129.66
L1,L138,ACACME,5.9,M,M,27.32585,0.18,2.57,2.39,5.51,8.78,511.764
L1,L138,ACACME,4.3,,b,14.51465,0.18,2.57,2.39,5.51,8.78,300.948
L1,L138,ACACME,2,,b,3.14,0.18,2.57,2.39,5.51,8.78,-2.1
L1,L138,ACACME,1.8,,b,2.5434,0.18,2.57,2.39,5.51,8.78,-28.452
L1,L138,ACACME,9.2,M,M,66.4424,0.4,2.67,2.27,18.72,28.33,946.572
L1,L138,ACACME,6.1,,b,29.20985,0.4,2.67,2.27,18.72,28.33,538.116
L1,L138,ACACME,6,,b,28.26,0.4,2.67,2.27,18.72,28.33,524.94
