"row_id","article_id","data_availability","data_archive","data_doi","data_license","data_download","data_format","data_README","code_used","code_archived","code_download","code_language","code_README","mc_data_availability","mc_data_archive","mc_data_doi","mc_data_license","mc_data_download","mc_data_format","mc_data_README","mc_code_used","mc_code_archived","mc_code_download","mc_code_language","mc_code_README","cooper_any_readme","mc_any_readme","disagreements","data_availability_verdict","data_availability_comment","data_archive_verdict","data_archive_comment","data_license_verdict","data_license_comment","data_download_verdict","data_download_comment","code_archived_verdict","code_archived_comment","code_download_verdict","code_download_comment","any_readme_verdict","any_readme_comment","reviewed"
"10_1111_1365_2745_13882","10_1111_1365_2745_13882","Yes","Other repo/database","Yes","Yes","Yes",".csv/.tsv","Yes","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","COOPER_RIGHT","Paper text cites four separate Arctic Data Center archives with DOIs (e.g. https://doi.org/10.18739/A2GT5FG86) plus GenBank accessions for DNA sequences. Arctic Data Center is not a platform repo_check recognizes; repo_check has zero rows for this paper. | KNOWN METACHECK LIMITATION (not yet fixed, github.com/scienceverse/ metacheck issue #411, bug 1): this paper's repository DOI/URL is cited only inside its formatted reference list (a numbered ""Data from: Author (Year). Title [Dataset]. https://doi.org/..."" entry), never as an inline hyperlink or bare in-text mention. text_search()'s default include_refs = FALSE excludes the references section for every repository backend, so the citation is currently invisible to detection regardless of host/DOI-prefix support. Confirmed live 2026-09-19: the DOI itself resolves correctly when queried directly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Same repo-detection miss as data_availability: none of the four Arctic Data Center archives were ever fetched by repo_check, so mc_any_readme's FALSE reflects zero files examined, not evidence of no README.",TRUE
"10_1111_2041_210x_13397","10_1111_2041_210x_13397",NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","R","Yes",FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"code_archived[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","UNSUPPORTED REPO | Paper text describes the AMMonitor R package's source code hosted on GitLab (https://code.usgs.gov/vtcfwru/ammonitor, downloadable as zip/tar.gz or via install_git()) plus a second code repository on GitHub (cbalantic/temporally-adaptivesampling). repo_check's summary_table shows repo_n=3 (three repo URLs detected) but files_n=0 -- zero files retrieved from any of them, likely because the self-hosted GitLab instance (code.usgs.gov) is not a recognized github.com/gitlab.com domain. code_check never had files to classify.",NA,NA,"COOPER_RIGHT","Same root cause as code_archived: the paper states ""The AMMonitor Gitlab Wiki page contains comprehensive documentation and step-by-step examples"" -- a readme-equivalent -- but repo_check retrieved zero files from any of the 3 detected repo URLs (files_n=0), so it never had a chance to see this documentation.",TRUE
"10_1111_1365_2435_13998","10_1111_1365_2435_13998","Yes","Dryad","Yes","Yes","Yes",".txt","Yes","Yes","Yes",NA,"R","Yes",TRUE,"Dryad","doi:10.5061/dryad.8pk0p2nnr",TRUE,NA,".zip",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"code_archived[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"METACHECK_RIGHT","no code repository, GitHub/Zenodo link, or statement of code availability appears anywhere in the availability statement or Methods (only R packages like pavo are cited as tools used, not authored code being shared); nothing in the text supports Cooper coding code_archived=Yes",NA,NA,"DIFFERENT_DEFINITION","Archive-only: repo_check's file listing for this paper is a single compressed archive (.zip/.rar/...) with no separate top-level file. repo_check's own peek_zips=TRUE default DOES try to read a zip's file listing remotely without downloading it, so a README bundled inside is not automatically invisible -- but that peek attempt evidently failed for this specific archive. Confirmed structural cause for Dryad-hosted zips: the peek's HTTP Range request is unauthenticated and Dryad's file-download endpoint returns 401 Unauthorized without an OAuth token, so the peek can never succeed there. For Zenodo/other platforms the failure cause is not yet fully pinned down (see the issue's discussion). Filed as https://github.com/scienceverse/metacheck/issues/378. DIFFERENT_DEFINITION rather than a verdict: resolving this needs a code fix (authenticated peek requests, at minimum for Dryad), not a judgement call on this specific paper.",TRUE
"10_1111_1365_2745_13193","10_1111_1365_2745_13193","Yes","Dryad","Yes","Yes","Yes",".xls(x)","Quasi-README","No",NA,NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.52j8p1r",TRUE,TRUE,".xlsx",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README likely reflects Dryad's dataset abstract (the ONLY free-text field Dryad's API exposes) -- confirmed on 9 real Dryad datasets from this same miss set that this field is consistently the paper's own scientific abstract (numbered background/methods/results prose), never file-level documentation. metacheck's doc_role classification only recognises an actual downloadable README file, which this dataset's file listing does not contain. Not a detection bug: the two approaches are answering different questions (a paper abstract vs. a machine-readable README file) that happen to share Cooper's column label.",TRUE
"10_1111_1365_2656_13705","10_1111_1365_2656_13705","Yes","Figshare","Yes","No","Yes",".csv/.tsv","No","Yes","Yes","Yes","R","No",TRUE,"Figshare","10.6084/m9.figshare.19583212.v1",TRUE,NA,".zip",FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,"data_license[cooper=No,mc=Yes];code_archived[cooper=Yes,mc=No]",NA,NA,NA,NA,"METACHECK_RIGHT","Two Figshare articles, both licensed: 10.6084/m9.figshare.19583239.v1 carries an MIT license, and 10.6084/m9.figshare.19583212.v1 carries a CC BY 4.0 license, both retrieved from Figshare's articles API.",NA,NA,"METACHECK_RIGHT","availability statement explicitly separates ""Data:"" and ""Code:"" with distinct Figshare links (note both DOIs are actually identical/malformed in the text, likely an OCR or citation error, but the paper unambiguously states code is available), so code_archived should be Yes; metacheck reporting No looks like a detection or malformed-DOI resolution miss",NA,NA,NA,NA,TRUE
"10_1111_2041_210x_14101","10_1111_2041_210x_14101",NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","R","Quasi-README",TRUE,"Zenodo","10.5281/zenodo.7681373",TRUE,TRUE,".csv",FALSE,NA,TRUE,TRUE,"R",FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README may reflect this Zenodo record's `description` field -- checked live 2026-09-02 against a sample of 6 real Zenodo records from this miss set and found genuine variation (sometimes a study summary, sometimes contact metadata, sometimes file-by-file documentation, sometimes empty), i.e. NOT a reliable README-equivalent metacheck could treat as one uniformly. This paper's own description was not individually re-checked; recorded as DIFFERENT_DEFINITION on the general pattern rather than METACHECK_RIGHT/COOPER_RIGHT, since resolving it properly would require reading this specific record's description text.",TRUE
"10_1111_1365_2435_13848","10_1111_1365_2435_13848","Yes","Dryad","Yes","Yes","Yes",".txt;.dat;.stl;.cas.gz;.out","Yes","Unsure",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README likely reflects Dryad's dataset abstract (the ONLY free-text field Dryad's API exposes) -- confirmed on 9 real Dryad datasets from this same miss set that this field is consistently the paper's own scientific abstract (numbered background/methods/results prose), never file-level documentation. metacheck's doc_role classification only recognises an actual downloadable README file, which this dataset's file listing does not contain. Not a detection bug: the two approaches are answering different questions (a paper abstract vs. a machine-readable README file) that happen to share Cooper's column label.",TRUE
"10_1111_2041_210x_13915","10_1111_2041_210x_13915","Yes","Zenodo","Yes","Yes","Yes",".csv/.tsv;.RDS;.xls(x);.Rdata","Yes","Yes","Yes","Yes","R","Yes",TRUE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"code_archived[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Same Zenodo record (10.5281/zenodo.6565339) explicitly holds ""datasets, code and guided workflow"" per the paper text; the repo_check fetch failed (""Zenodo.org seems to be offline"", logged in gated_repos) so code_check never got a chance to examine it, producing mc_code_archived=FALSE as an artifact of the outage, not genuine absence of archived code.",NA,NA,"COOPER_RIGHT","SPLIT-DOI EXTRACTION ARTIFACT | Same Zenodo record fetch failure (""Zenodo.org seems to be offline"") explains the missing README signal -- repo_check never listed any files for this paper_id to check doc_role on.",TRUE
"10_1111_1365_2656_12732","10_1111_1365_2656_12732","Yes","Dryad","Yes","Yes","Yes",".txt","Yes","Yes","No",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README likely reflects Dryad's dataset abstract (the ONLY free-text field Dryad's API exposes) -- confirmed on 9 real Dryad datasets from this same miss set that this field is consistently the paper's own scientific abstract (numbered background/methods/results prose), never file-level documentation. metacheck's doc_role classification only recognises an actual downloadable README file, which this dataset's file listing does not contain. Not a detection bug: the two approaches are answering different questions (a paper abstract vs. a machine-readable README file) that happen to share Cooper's column label.",TRUE
"10_1111_2041_210x_12748","10_1111_2041_210x_12748",NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,"R","No",FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,"code_archived[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Full-text search finds the paper's actual statement: 'Data used for the power analysis reported in Example S1 (File S1) can be found in the Supporting Information file R code for examples 1 and 2.' The code is attached as the journal's own Supporting Information file, not deposited in an external repository -- repo_check only examines repo_urls extracted from the text (GitHub/Zenodo/Dryad/etc.), it does not open journal SI attachments, so it could never find this code.",NA,NA,NA,NA,TRUE
"10_1111_1365_2435_14431","10_1111_1365_2435_14431","Yes","Other repo/database","Yes","No","Yes",".csv/.tsv;.txt;.xls(x);.xml;.json","Yes","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","COOPER_RIGHT","SPLIT-DOI EXTRACTION ARTIFACT | Paper text: ""Data available from Open Science Framework at https://osf.io/fwjh9/. DOI: https://doi.org/10.17605/OSF.IO/FWJH9."" No matching entry found in gated_repos, so repo_check appears to have never detected/attempted this OSF project at all (a URL-extraction miss), leaving repo_check$table empty and mc_data_availability=FALSE.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Platform-specific pattern not established for this repository type (osf/github/other) -- see the dominant Dryad/Zenodo/Figshare patterns documented for the majority of this column's disagreements; this individual case was not separately investigated.",TRUE
"10_1111_1365_2664_13323","10_1111_1365_2664_13323","Yes","Other repo/database","Yes","Yes","Yes",".txt","No","Unsure",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,"data_availability[cooper=Yes,mc=No]","COOPER_RIGHT","Paper text: ""Data available via the Cirad Dataserve Repository https://doi.org/10.18167/dvn1/agvow7 (Piou et al., 2018)."" CIRAD Dataverse/Dataserve is not a platform repo_check recognizes; repo_check has zero rows for this paper. | KNOWN METACHECK LIMITATION (not yet fixed, github.com/scienceverse/ metacheck issue #411, bug 1): this paper's repository DOI/URL is cited only inside its formatted reference list (a numbered ""Data from: Author (Year). Title [Dataset]. https://doi.org/..."" entry), never as an inline hyperlink or bare in-text mention. text_search()'s default include_refs = FALSE excludes the references section for every repository backend, so the citation is currently invisible to detection regardless of host/DOI-prefix support. Confirmed live 2026-09-19: the DOI itself resolves correctly when queried directly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_1365_2435_13851","10_1111_1365_2435_13851","Yes","Dryad","Yes","Yes","Yes",".xls(x)","Yes","Yes","No",NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.1g1jwstw8",TRUE,TRUE,".xlsx",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README likely reflects Dryad's dataset abstract (the ONLY free-text field Dryad's API exposes) -- confirmed on 9 real Dryad datasets from this same miss set that this field is consistently the paper's own scientific abstract (numbered background/methods/results prose), never file-level documentation. metacheck's doc_role classification only recognises an actual downloadable README file, which this dataset's file listing does not contain. Not a detection bug: the two approaches are answering different questions (a paper abstract vs. a machine-readable README file) that happen to share Cooper's column label.",TRUE
"10_1111_1365_2664_13117","10_1111_1365_2664_13117","No, but they are available on request",NA,NA,NA,NA,NA,NA,"Yes","No",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,"data_availability[cooper=No,mc=Yes]","COOPER_RIGHT","repo_check found Zenodo record doi.org/10.5281/zenodo.1158705 with 16 code files, 3 documentation files, 1 materials file, and 4 unknown-type files -- zero files classified as data. mc_data_availability's current rule counts any file, not specifically data, so it comes out TRUE even though no dataset is actually present in this repository.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_1365_2656_13899","10_1111_1365_2656_13899","Yes","Zenodo","Yes",NA,"Yes",".csv/.tsv","No","Yes","No",NA,NA,NA,TRUE,"Zenodo","10.5281/zenodo.7439710",TRUE,TRUE,".csv",TRUE,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,"any_readme[cooper=No,mc=Yes]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METACHECK_RIGHT","Single Zenodo repository (10.5281/zenodo.7439710); repo_check's file listing genuinely contains a README.md. No code repository is involved (Cooper and metacheck both say code_archived=No), so there is no data-vs-code repo scoping question here -- Cooper's data_README=No for this single, real archive looks like a plain miss.",TRUE
"10_1111_1365_2435_13798","10_1111_1365_2435_13798","Yes","Other repo/database","Yes","Unsure","No",NA,NA,"Yes","No",NA,NA,NA,TRUE,"OSF",NA,FALSE,TRUE,".txt",FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,"data_download[cooper=No,mc=Yes];data_archive[cooper=Other repo/database,mc=OSF]",NA,NA,"METACHECK_RIGHT","OSF is the only repository linked and genuinely holds the paper's data files, matching the paper's own text.",NA,NA,"METACHECK_RIGHT","Both OSF-hosted .txt files were downloaded and data_check marked tabular_usable=TRUE; the paper's own text confirms all data are on OSF.",NA,NA,NA,NA,NA,NA,TRUE
"10_1111_1365_2656_12918","10_1111_1365_2656_12918","Yes","Dryad","Yes","Yes","Yes",".csv/.tsv","Yes","Yes","Yes","Yes","R","Yes",TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,TRUE,"code_archived[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"METACHECK_RIGHT","the same sentence explicitly states code is stored in the Dryad repository alongside the data, so code_archived should be Yes; metacheck reporting No looks like the same detection/link-resolution miss affecting data_availability for this paper",NA,NA,NA,NA,TRUE
"10_1111_2041_210x_13231","10_1111_2041_210x_13231",NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","Other","Yes",TRUE,"GitHub, GitLab, Codeberg or similar platform",NA,TRUE,TRUE,".xls;.xlsx",TRUE,NA,FALSE,NA,NA,TRUE,TRUE,TRUE,"code_archived[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","text explicitly states ""OpenDropOff design files, source code and binaries are downloadable at https://github.com/Wild-Spy/OpenDrop (https://doi.org/10.5281/zenodo.3164835)"" and further ""all necessary information and files... have been provided directly in the manuscript and/or in the associated GitHub repository under the terms of the GNU General Public License v3.0""; code is unambiguously archived on GitHub/Zenodo with an explicit open-source license, so metacheck reporting No looks like a clear detection miss",NA,NA,NA,NA,TRUE
"10_1111_2041_210x_13673","10_1111_2041_210x_13673","Yes","Dryad","Yes","Yes","Yes",".csv/.tsv;.txt;.png","Yes","Yes","No",NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.n5tb2rbw2",TRUE,TRUE,".csv",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README likely reflects Dryad's dataset abstract (the ONLY free-text field Dryad's API exposes) -- confirmed on 9 real Dryad datasets from this same miss set that this field is consistently the paper's own scientific abstract (numbered background/methods/results prose), never file-level documentation. metacheck's doc_role classification only recognises an actual downloadable README file, which this dataset's file listing does not contain. Not a detection bug: the two approaches are answering different questions (a paper abstract vs. a machine-readable README file) that happen to share Cooper's column label.",TRUE
