ID,language,timestamp,Date,Time,age,location,Firegion,RespSex,HouseHoldSize,ORIG_HouseHoldSize,UnPSunF,PSunF,OatCer,Nuts,Fat,FruBer,Bread,Insects,Pigfat,Game,Fatcakes,Seedmix,OatPorMue,OatSheaf,leftover_fish_pota,NoFood,ORIG_OtherFood,FeedChange_NOchange,FeedChange_YES_started_5y,FeedChange_YES_stopped,FeedChange_YES_more,FeedChange_YES_less,FeedChange_YES_longer,FeedChange_YES_shorter,FeedChange_Change_quality,Conflicting,Check,WhyChange_NoReason,WhyChange_Expenses,WhyChange_MoreBirds,WhyChange_Timing,WhyChange_NewLocation,WhyStop_LackOfTime,WhyStop_NotMaintain,WhyStop_HighFoodConsumption,WhyStop_HighPrice,WhyStop_Neighbours,WhyStop_HousingRules,WhyStop_AuthoritiesRules,WhyStop_BirdWatchers,WhyStop_LackOfSnow,WhyStop_Diseases,WhyStop_Magpies,WhyStop_Cats,WhyStop_Dogs,WhyStop_Ravens,WhyStop_Jackdaws,WhyStop_Jays,WhyStop_Squirrels,WhyStop_Deer,WhyStop_Rats,WhyStop_Woodpeckers,WhyStop_Crows,freeze,snow,AllWinter,ground,summer,OnlyBirds,Birdwatch,CLASS_OpenRespChanges
39,F,01/03/2021 15.42,01-03-2021,15.42.32,51-60 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,3,3,1-20 kg,1-20 kg,NA,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat disagree,I somewhat disagree,I agree,I somewhat disagree,I somewhat disagree,I somewhat disagree,Regularly,1
40,F,03/03/2021 5.22,03-03-2021,5.22.57,51-60 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Man,4,4,1-20 kg,I do not offer peeled sunflower seeds,I do not offer oat or other grain,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat agree,NA,I somewhat disagree,I disagree,I do not agree or disagree,Occasionally,2
41,F,13/03/2021 19.55,13-03-2021,19.55.47,41-50 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,4,4,1-20 kg,1-20 kg,1-20 kg,21-40 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I agree,I agree,I agree,I do not agree or disagree,I do not agree or disagree,Occasionally,0
42,F,14/03/2021 8.44,14-03-2021,8.44.52,51-60 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,5,5,1-20 kg,1-20 kg,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,1,NA,NA,NA,NA,NA,-,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I agree,I agree,I do not agree or disagree,I do not agree or disagree,I somewhat agree,Regularly,1
43,F,18/03/2021 12.56,18-03-2021,12.56.56,31-40 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,5,5,1-20 kg,1-20 kg,I do not offer oat or other grain,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat disagree,I disagree,I agree,I disagree,I disagree,I disagree,Regularly,2
44,F,13/03/2021 23.15,13-03-2021,23.15.57,over 70 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,1,21-40 kg,I do not offer peeled sunflower seeds,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat agree,I agree,I agree,I do not agree or disagree,I somewhat agree,Occasionally,0
45,F,15/03/2021 17.39,15-03-2021,17.39.07,over 70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,1,21-40 kg,I do not offer peeled sunflower seeds,I do not offer oat or other grain,1-20 kg,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,Occasionally,3
46,F,24/02/2021 23.45,24-02-2021,23.45.05,51-60 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,I do not offer peeled sunflower seeds,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I disagree,I agree,I somewhat disagree,I disagree,I somewhat disagree,Regularly,4
47,F,16/03/2021 20.31,16-03-2021,20.31.43,41-50 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,2,2,21-40 kg,1-20 kg,1-20 kg,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat disagree,I somewhat agree,I disagree,I disagree,I agree,Regularly,6
48,F,13/03/2021 20.54,13-03-2021,20.54.05,41-50 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Man,2,2,21-40 kg,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I disagree,I agree,I disagree,I disagree,I do not agree or disagree,Regularly,2
49,F,13/03/2021 20.57,13-03-2021,20.57.46,61-70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,2,2,21-40 kg,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I agree,I agree,I agree,I do not agree or disagree,I agree,Regularly,4
50,F,14/03/2021 19.48,14-03-2021,19.48.20,61-70 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,2,2,21-40 kg,I do not offer peeled sunflower seeds,I do not offer oat or other grain,1-20 kg,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I agree,I agree,I disagree,I disagree,I agree,Occasionally,3
51,F,29/01/2021 20.20,29-01-2021,20.20.33,over 70 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,2,2,21-40 kg,I do not offer peeled sunflower seeds,1-20 kg,1-20 kg,1-2 sticks or less than 5 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I do not agree or disagree,I agree,I agree,I somewhat agree,I do not agree or disagree,Regularly,4
52,F,14/03/2021 9.20,14-03-2021,9.20.17,61-70 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,3,3,21-40 kg,I do not offer peeled sunflower seeds,1-20 kg,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,I agree,I do not agree or disagree,I agree,I disagree,I disagree,I somewhat agree,Regularly,2
53,F,28/02/2021 8.19,28-02-2021,8.19.47,61-70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,1,I do not offer sunflower seeds with peels,1-20 kg,I do not offer oat or other grain,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I do not agree or disagree,I agree,I do not agree or disagree,I do not agree or disagree,I agree,Regularly,0
54,F,14/03/2021 18.31,14-03-2021,18.31.27,61-70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,1,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,I somewhat agree,I disagree,I agree,I disagree,I disagree,I somewhat agree,Occasionally,2
55,F,13/03/2021 23.33,13-03-2021,23.33.59,41-50 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,1,I do not offer sunflower seeds with peels,21-40 kg,I do not offer oat or other grain,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,I somewhat agree,I somewhat agree,I agree,I disagree,I disagree,I do not agree or disagree,Regularly,3
56,F,13/03/2021 21.21,13-03-2021,21.21.19,61-70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,1,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,I disagree,I disagree,I disagree,I disagree,I disagree,I do not agree or disagree,Occasionally,6
57,F,14/03/2021 14.56,14-03-2021,14.56.54,61-70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,1,I do not offer sunflower seeds with peels,1-20 kg,I do not offer oat or other grain,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat agree,I agree,I do not agree or disagree,I do not agree or disagree,I do not agree or disagree,Occasionally,1
58,F,13/03/2021 20.55,13-03-2021,20.55.54,61-70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,1,I do not offer sunflower seeds with peels,1-20 kg,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,I somewhat disagree,I somewhat disagree,I agree,I disagree,I disagree,I somewhat agree,Occasionally,3
59,F,15/03/2021 9.35,15-03-2021,9.35.26,51-60 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,1,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,I somewhat agree,I somewhat agree,I agree,I disagree,I disagree,I somewhat agree,Occasionally,3
60,F,13/03/2021 20.59,13-03-2021,20.59.59,51-60 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,1,I do not offer sunflower seeds with peels,21-40 kg,I do not offer oat or other grain,21-40 kg,over 5 sticks or over 20 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I disagree,I agree,I do not agree or disagree,I disagree,I disagree,Occasionally,3
61,F,14/03/2021 18.31,14-03-2021,18.31.22,over 70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,1,I do not offer sunflower seeds with peels,over 40 kg,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat agree,I agree,I somewhat disagree,I disagree,I disagree,Regularly,2
62,F,15/03/2021 0.04,15-03-2021,0.04.11,61-70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,1,1,I do not offer sunflower seeds with peels,1-20 kg,I do not offer oat or other grain,1-20 kg,1-2 sticks or less than 5 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat agree,I do not agree or disagree,I disagree,I somewhat agree,I disagree,Rarely or never,6
63,F,15/03/2021 0.09,15-03-2021,0.09.12,41-50 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,1,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,1-2 sticks or less than 5 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat agree,I somewhat agree,I disagree,I disagree,I do not agree or disagree,Occasionally,1
64,F,13/03/2021 21.29,13-03-2021,21.29.18,61-70 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Man,1,1,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,1-2 sticks or less than 5 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat disagree,I somewhat disagree,I agree,I somewhat disagree,I somewhat disagree,I somewhat agree,Regularly,4
65,F,14/03/2021 11.20,14-03-2021,11.20.39,over 70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,1,1,I do not offer sunflower seeds with peels,21-40 kg,I do not offer oat or other grain,I do not offer nuts,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I disagree,I agree,I somewhat agree,I disagree,I somewhat agree,Occasionally,2
66,F,28/02/2021 8.53,28-02-2021,8.53.21,51-60 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,I agree,I do not agree or disagree,I somewhat agree,I disagree,I disagree,I do not agree or disagree,Occasionally,1
67,F,13/03/2021 20.59,13-03-2021,20.59.02,51-60 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,1,1,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Rarely or never,0
68,F,13/03/2021 21.24,13-03-2021,21.24.21,51-60 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,I do not offer sunflower seeds with peels,1-20 kg,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I disagree,I agree,I somewhat agree,I disagree,I disagree,Occasionally,1
69,F,24/02/2021 12.17,24-02-2021,12.17.48,61-70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,yksi,I do not offer sunflower seeds with peels,over 40 kg,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat agree,I agree,I disagree,I disagree,I agree,Regularly,2
70,F,28/02/2021 8.25,28-02-2021,8.25.05,over 70 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Man,2,2,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I do not agree or disagree,I agree,I disagree,I disagree,I agree,Occasionally,2
71,F,14/03/2021 9.42,14-03-2021,9.42.34,over 70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,2,2,I do not offer sunflower seeds with peels,1-20 kg,I do not offer oat or other grain,1-20 kg,1-2 sticks or less than 5 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I do not agree or disagree,I somewhat disagree,I somewhat agree,I disagree,I disagree,I agree,Occasionally,1
72,F,14/03/2021 10.39,14-03-2021,10.39.49,61-70 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Man,2,2,I do not offer sunflower seeds with peels,21-40 kg,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat agree,I agree,I somewhat disagree,I disagree,I do not agree or disagree,Regularly,2
73,F,14/03/2021 13.19,14-03-2021,13.19.59,over 70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,2,2,I do not offer sunflower seeds with peels,1-20 kg,1-20 kg,1-20 kg,1-2 sticks or less than 5 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I agree,I agree,I disagree,I disagree,I agree,Occasionally,2
74,F,14/03/2021 15.53,14-03-2021,15.53.02,over 70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,2,2,I do not offer sunflower seeds with peels,21-40 kg,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I agree,I agree,I agree,I disagree,I agree,Regularly,0
75,F,15/03/2021 16.28,15-03-2021,16.28.45,over 70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,2,2,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,3-5 sticks or 5-20 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I disagree,I agree,I disagree,NA,I agree,Occasionally,3
76,F,02/03/2021 7.05,02-03-2021,7.05.02,over 70 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,2,2,I do not offer sunflower seeds with peels,1-20 kg,I do not offer oat or other grain,1-20 kg,1-2 sticks or less than 5 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,I somewhat agree,I somewhat agree,I somewhat agree,I disagree,I disagree,I disagree,Regularly,2
77,F,13/03/2021 22.00,13-03-2021,22.00.48,41-50 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,2,2,I do not offer sunflower seeds with peels,21-40 kg,1-20 kg,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat agree,I agree,I disagree,I disagree,I somewhat disagree,Occasionally,1
78,F,13/03/2021 22.42,13-03-2021,22.42.44,51-60 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,2,2,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat disagree,I somewhat disagree,I agree,I disagree,I disagree,I do not agree or disagree,Rarely or never,1
